site_id1,site_id2,same_country
12157,148321,true
12157,177405,false
12157,177656,false
12157,555530699,false
12157,555530706,false
12157,555535275,true
12157,555535434,true
12157,555535449,true
12157,555535604,true
12157,555540792,false
12157,555540866,false
12157,555541593,true
12157,555541602,true
12157,555579239,true
12157,555580763,false
12157,62872,false
12157,62880,false
12157,903141,false
12159,12159,true
12159,134938,false
12159,147594,true
12159,147612,true
12159,147622,true
12159,147756,true
12159,148072,true
12159,148203,true
12159,148293,true
12159,148327,true
12159,172874,true
12159,181960,true
12159,342028,false
12159,342311,false
12159,342315,false
12159,342775,false
12159,342855,false
12159,343002,false
12159,343182,false
12159,343438,false
12159,343638,false
12159,344020,false
12159,344529,false
12159,555517563,false
12159,555517669,false
12159,555517670,false
12159,555517674,false
12159,555517697,false
12159,555517711,false
12159,555517717,false
12159,555535373,true
12159,555535585,true
12159,555535588,true
12159,555535595,true
12159,555550161,false
12159,555579167,true
12159,555579208,true
12160,106887,false
12160,11812,true
12160,12160,true
12160,12270,false
12160,124022,false
12160,124032,false
12160,124045,false
12160,145824,true
12160,555530550,false
12160,555530551,false
12160,555530564,false
12160,555530859,false
12160,555535284,true
12160,555535411,true
12160,555535412,true
12160,555535413,true
12160,555535417,true
12160,555535443,true
12160,555535506,true
12160,555540772,false
12160,555540775,false
12160,555540814,false
12160,555541599,true
12160,555562793,false
12171,12171,true
12171,68862,false
12176,12176,true
12179,12179,true
12179,478289,false
12179,61595,false
12179,71255,true
1218,1218,true
1218,555513711,true
1218,555527420,false
1218,555527421,false
1218,555539834,false
1218,555577575,true
1218,555577882,true
1218,62709,true
1218,67801,true
1218,68000,false
1218,9566,false
12182,10362,false
12182,12182,true
12201,1048,false
12201,12201,true
12201,124385,false
12201,17727,false
12201,2254,true
12201,67824,false
12201,818,false
12203,10901,false
12203,12203,true
12203,15,false
12203,32522,false
12203,4332,false
12203,555587059,false
12203,555587068,false
12203,60,true
1221,1221,true
1221,318235,false
1221,318248,false
1221,318625,false
1221,318726,false
1221,318885,false
1221,318889,false
1221,318937,false
1221,344688,false
1221,344705,false
1221,344813,false
1221,344823,false
1221,344824,false
1221,344825,false
1221,386132,true
1221,555520626,false
1221,555520627,false
1221,555520752,false
1221,555520753,false
1221,555542073,true
1221,555558686,false
1221,555558693,false
1221,555558696,false
1221,555558709,false
1221,555558710,false
1221,555558770,false
1221,555558771,false
1221,555558775,false
1221,555558776,false
1221,555558781,false
1221,555558792,false
1221,555558793,false
1221,555558796,false
1221,555558797,false
1221,555558798,false
1221,555558799,false
1221,555558800,false
1221,555558808,false
1221,555559831,true
1221,555579864,true
1221,555623092,true
1221,555623135,true
1221,555623148,true
1221,555623372,true
1221,555623374,true
1221,555623380,true
1221,902415,true
12249,12249,true
12249,1415,false
12249,312944,false
12267,12267,true
12267,203206,false
12267,555530929,true
12267,555540825,true
12267,555543106,true
12267,555623698,false
12270,11812,false
12270,12160,false
12270,12270,true
12270,124022,true
12270,124032,true
12270,124045,true
12270,145213,true
12270,147784,false
12270,148008,false
12270,172989,false
12270,177345,true
12270,555530859,true
12270,555535411,false
12270,555535412,false
12270,555535506,false
12270,555540814,true
12270,555541599,false
122867,122867,true
122867,148330,false
122867,173005,false
122867,555535552,false
122867,555562793,true
122872,11635,true
122872,122872,true
122872,555530271,true
12297,12297,true
12297,31256,true
12297,555539151,false
12297,555579975,false
12297,64508,false
12397,106720,true
12397,106737,true
12397,12397,true
12397,146951,true
12397,147144,true
12397,148691,false
12397,148740,false
12397,149187,false
12397,168933,false
12397,178229,true
12397,31058,false
12397,347425,false
12397,391966,true
12397,399885,false
12397,399891,false
12397,399906,false
12397,399960,false
12397,399982,false
12397,399988,false
12397,555513520,false
12397,555513533,false
12397,555513542,false
12397,555513665,false
12397,555513681,false
12397,555514313,true
12397,555526040,true
12397,555526050,true
12397,555526051,true
12397,555526059,true
12397,555526060,true
12397,555526496,true
12397,555526497,true
12397,555539328,true
12397,555539329,true
12397,555539330,true
12397,555539491,true
12397,62667,false
12397,68237,false
124022,12160,false
124022,12270,true
124022,124022,true
124022,555530859,true
124022,555540814,true
124022,555541599,false
124032,12160,false
124032,12270,true
124032,124032,true
124032,555530859,true
124032,555535412,false
124032,555540814,true
124032,555541599,false
124045,12160,false
124045,12270,true
124045,124045,true
124045,555530859,true
124045,555540814,true
124045,555541599,false
124068,11635,true
124068,124068,true
124068,555530271,true
124110,114979,true
124110,124110,true
124110,145184,true
124110,177500,true
124110,2008,false
124110,396214,true
124110,555540867,true
124110,555580759,true
124157,124157,true
124157,377886,false
124157,386791,true
124157,387272,true
124157,394874,true
124157,394947,true
124157,394952,true
124157,394955,true
124157,395206,true
124157,395210,true
124157,555515241,false
124157,555535220,true
124157,555560240,true
124157,555560267,true
124157,555560270,true
124157,555560305,true
124157,555577859,true
124157,555577860,true
124157,555578303,false
124157,555578444,false
124157,555579051,true
124157,555579061,true
124157,555579123,true
1242,1242,true
1242,313361,false
1242,901295,false
124309,124309,true
124309,315607,false
124385,1048,false
124385,12201,false
124385,124385,true
