iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
PAK,2769.28,152268.03,225115.25,792801.58,19.21,1.23,12,0,5,https://www.cbd.int/doc/world/pk/pk-nr-05-en.pdf,2769.28,152268.03,19.21,1.23
PAN,87087.27,23377.64,331423.33,74565.12,31.35,26.28,31.8,13.5,6,https://chm.cbd.int/database/record/05B386D2-5BCD-A52D-6097-F853803CC619,87087.27,23377.64,31.35,26.28
PCN,841906.95,31.62,842330.2,50.34,62.83,99.95,na,na,0,na,841906.95,31.62,62.83,99.95
PER,67479.34,291026.19,854754.2,1292211.19,22.52,7.89,17.3,0.3,6,https://chm.cbd.int/database/record/90F134F5-E726-C4E5-77FD-F2E103B0F872,67479.34,292483.05,22.63,7.89
PHL,31875.04,47058.96,1965990.93,294487.75,15.98,1.62,12.8,na,PBSAP 2015-2028,https://www.cbd.int/doc/world/ph/ph-nbsap-v3-en.pdf,66526.16,50970.09,17.31,3.38
PLW,604274.71,147.15,616526.84,467.99,31.44,98.01,na,na,0,https://www.cbd.int/doc/world/pw/pw-nr-05-en.pdf,604274.71,147.15,31.44,98.01
PNG,3382.51,17073.81,2400418.5,461420.82,3.7,0.14,na,na,0,na,3382.51,17073.81,3.7,0.14
POL,7320.64,123543.36,30532.12,311854.23,39.62,23.98,19.6,24,6,https://chm.cbd.int/database/record/4ACD5165-ABFA-57D0-CAB0-4FC82FB386DD,7320.64,123543.36,39.62,23.98
PRI,3196.97,591.77,172980.19,8944.38,6.62,1.85,na,na,0,na,3196.97,591.77,6.62,1.85
PRK,28.27,2969.84,114399.22,122419.93,2.43,0.02,7.2,na,5,https://www.cbd.int/doc/world/kp/kp-nr-05-en.pdf,28.27,2969.84,2.43,0.02
PRT,291097.17,20961.84,1728740.65,91836.58,22.83,16.84,22,na,5,https://www.cbd.int/doc/world/pt/pt-nr-05-pt.pdf,291097.17,20961.84,22.83,16.84
PRY,0,59330.86,0,399232.59,14.86,0,15,0,6,https://chm.cbd.int/database/record/4406F62E-6E7A-1826-E2B9-082208FCC685,0,59330.86,14.86,0
PSE,0,615.41,1120.27,6146.61,10.01,0,9,0,5,https://www.cbd.int/doc/world/ps/ps-nr-05-en.pdf,0,615.41,10.01,0
PYF,208.69,70.45,5206662.87,4031.71,1.75,0,na,na,0,na,208.69,70.45,1.75,0
QAT,712.37,1814.43,31330.97,11642.78,15.58,2.27,na,na,0,https://www.cbd.int/doc/world/qa/qa-nr-05-ar.pdf,712.37,1814.43,15.58,2.27
REU,35.91,1711.59,315366.45,2508.29,68.24,0.01,na,na,0,na,35.91,1711.59,68.24,0.01
ROU,6644.43,58458.69,30052.32,237968.66,24.57,22.11,33,na,5,https://www.cbd.int/doc/world/ro/ro-nr-05-en.pdf,6644.43,58458.69,24.57,22.11
RUS,170650.65,1939943.1,7683577.33,16929767.24,11.46,2.22,11.8,na,5,https://www.cbd.int/doc/world/ru/ru-nr-05-ru.pdf,170650.65,1939943.1,11.46,2.22
RWA,0,2307.56,0,25380.24,9.09,0,10.3,0,5,https://www.cbd.int/doc/world/rw/rw-nr-05-en.pdf,0,2307.56,9.09,0
SAU,7955.52,356729.11,224038.77,1925131.24,18.53,3.55,na,na,0,https://www.cbd.int/doc/world/sa/sa-nr-05-ar.pdf,7955.52,356729.11,18.53,3.55
SDN,10694.19,42354.13,62854.75,1861880.95,2.27,17.01,5.8,10,6,https://chm.cbd.int/database/record/2748B1C1-31BC-F7AF-54E0-FC64E251AA3D,10694.19,42354.13,2.27,17.01
SEN,3501.73,51348.61,159039.66,195077.94,26.32,2.2,na,2.44,6,https://chm.cbd.int/database/record/58DAD993-C79B-6275-8330-99B6F44BA483,3501.73,51348.61,26.32,2.2
SGP,0.15,33.32,658.42,718.79,4.63,0.02,4.7,na,5,https://www.cbd.int/doc/world/sg/sg-nr-05-en.pdf,0.15,33.32,4.63,0.02
SGS,1236975.66,145.09,1237837.4,3904.34,3.72,99.93,na,na,0,na,1236975.66,145.09,3.72,99.93
SHN,1585740.49,144.81,1653412.59,396.97,36.48,95.91,na,na,0,na,1585740.49,144.81,36.48,95.91
SJM,84542.42,41935.44,1088334.67,61140.25,68.59,7.77,na,na,0,na,84542.42,41935.44,68.59,7.77
SLB,1809.41,672.24,1602952.13,28185.98,2.39,0.11,5,6,5,https://www.cbd.int/doc/world/sb/sb-nr-05-en.pdf,1809.41,672.24,2.39,0.11
SLE,2717.16,9088.18,160719.1,72232.44,12.58,1.69,4,na,5,https://www.cbd.int/doc/world/sl/sl-nr-05-en.pdf,2717.16,9088.18,12.58,1.69
SLV,714.8,1715.3,95112.34,20664.5,8.3,0.75,na,na,0,na,714.8,1715.3,8.3,0.75
SOM,0,0,784501.55,637991.59,0,0,0.8,0,5,https://www.cbd.int/doc/world/so/so-nr-05-en.pdf,0,0,0,0
SPM,9.72,4.47,12415.74,224.77,1.99,0.08,na,na,0,na,9.72,4.47,1.99,0.08
SRB,0,11849.41,0,88456.21,13.4,0,6,na,5,https://www.cbd.int/doc/world/rs/rs-nr-05-en.pdf,0,11849.41,13.4,0
SSD,0,97578.02,0,632913.11,15.42,0,13,0,5,https://www.cbd.int/doc/world/ss/ss-nr-05-en.pdf,0,97578.02,15.42,0
STP,8.9,313.63,130855.23,988.3,31.73,0.01,30,na,5,https://www.cbd.int/doc/world/st/st-nr-05-fr.pdf,8.9,313.63,31.73,0.01
SUR,1999.48,21252.55,135409.7,143279.62,14.83,1.48,na,na,0,na,1999.48,21252.55,14.83,1.48
SVK,0,18379.43,0,49026.25,37.49,0,23.3,0,5,https://www.cbd.int/doc/world/sk/sk-nr-05-en.pdf,0,18379.43,37.49,0
SVN,6,8214.56,208.68,20270.17,40.53,2.88,13,0.4,5,https://www.cbd.int/doc/world/si/si-nr-05-en.pdf,6,8214.56,40.53,2.88
SWE,24945.12,69783.71,155377.41,450601.73,15.49,16.05,14.5,10,6,https://chm.cbd.int/database/record/060FF276-745E-F718-DC53-A1A48915D17E,24945.16,70736.58,15.7,16.05
SWZ,0,735.19,0,17369.56,4.23,0,3.9,0,5,https://www.cbd.int/doc/world/sz/sz-nr-05-en.pdf,0,816.21,4.7,0
SXM,23.7,0.31,467.61,37.54,0.83,5.07,na,na,0,na,23.7,0.31,0.83,5.07
SYC,437416.48,382.73,1341430.48,561.86,68.12,32.61,46.6,0.03,5,https://www.cbd.int/doc/world/sc/sc-nr-05-en.pdf,437416.48,382.73,68.12,32.61
SYR,24.94,1289.83,10274.04,187488.01,0.69,0.24,na,na,0,na,24.94,1289.83,0.69,0.24
TCA,195.39,403.25,91091.03,927.75,43.47,0.21,na,na,0,na,195.39,403.25,43.47,0.21
TCD,0,266055.9,0,1269454.28,20.96,0,12.3,na,5,https://www.cbd.int/doc/world/td/td-nr-05-fr.pdf,0,266055.9,20.96,0
TGO,100.48,15908.27,15498.55,56615.54,28.1,0.65,na,na,0,https://chm.cbd.int/database/record/77EEB058-F6CE-9107-7EE8-1F96B95E6314,100.48,15908.27,28.1,0.65
THA,14996.96,94711.85,298682.08,513989.05,18.43,5.02,na,20,6,https://chm.cbd.int/database/record/46D5C83F-588E-181B-D5F7-80C3E0A7552E,14996.96,94711.85,18.43,5.02
TJK,0,31914.4,0,141346.61,22.58,0,na,0,0,na,0,31914.4,22.58,0
TKL,9.11,1.33,320710.16,106.53,1.25,0,na,na,0,na,9.11,1.33,1.25,0
TKM,2580.09,20834.37,61223.51,488685.98,4.26,4.21,4,na,5,https://www.cbd.int/doc/world/tm/tm-nr-05-ru.pdf,2580.09,20834.37,4.26,4.21
TLS,566.31,2398.27,77471.23,14903.43,16.09,0.73,na,na,0,na,566.31,2398.27,16.09,0.73
TON,385.71,98.36,666091.33,739.37,13.3,0.06,na,na,0,na,385.71,98.36,13.3,0.06
TTO,50.14,1571.55,76589.87,5142.15,30.56,0.07,32,0.1,5,https://chm.cbd.int/api/v2013/documents/C7EFE124-DEAA-B14C-3D98-D0B9E66D99DE/attachments/TT%20Fifth%20National%20Report%20to%20the%20CBD_FINAL.pdf,50.14,1571.55,30.56,0.07
TUN,1104.66,12189.05,99754.04,155146.31,7.86,1.11,17,10,6,https://chm.cbd.int/database/record/5DAF5DAA-D4D2-F800-CA8C-9462C5D56858,1104.66,12189.05,7.86,1.11
TUR,4414.98,54613.53,262124.62,780104.05,7,1.68,na,na,5,https://www.cbd.int/doc/world/tr/tr-nr-05-en.pdf,4414.98,54613.53,7,1.68
TUV,212.27,5.71,753182.22,28.3,20.19,0.03,na,na,0,No information in 5th national report,212.27,5.71,20.19,0.03
TWN,3805.43,7135.18,0,36007.23,19.82,0,na,na,0,na,3805.43,7135.18,19.82,0
TZA,5575.77,375849.06,241334.37,940688.77,39.95,2.31,54.6,6.5,6,https://chm.cbd.int/database/record/57914673-CF81-82CF-0808-C76D810BAB97,5575.77,375849.06,39.95,2.31
UGA,0,38792.96,0,241494.08,16.06,0,18,0,5,https://www.cbd.int/doc/world/ug/ug-nr-05-en.pdf,0,38792.96,16.06,0
UKR,30122.36,100110.58,139198.38,595506.26,16.81,21.64,6.05,na,5,https://www.cbd.int/doc/world/ua/ua-nr-05-en.pdf,30122.36,100110.58,16.81,21.64
UMI,1273124.02,31.99,1961363.71,31.86,100,64.91,na,na,0,na,1273124.02,31.99,100,64.91
URY,2119.87,5397.84,143110.99,176292.3,3.06,1.48,8.6,na,6,https://chm.cbd.int/database/record/50CCF748-F428-8010-744B-D5B1BD5F3A66,2119.87,5397.84,3.06,1.48
USA,1638193.86,1225699.92,8610700.63,9466194.7,12.95,19.03,0,0,0,na,1638193.86,1225699.92,12.95,19.03
UZB,0,42787.66,0,448925.39,9.53,0,5,0,5,https://www.cbd.int/doc/world/uz/uz-nr-05-en.pdf,0,42787.66,9.53,0
VCT,82.95,88.27,36250.24,389.82,22.64,0.23,na,8.5,5,https://www.cbd.int/doc/world/vc/vc-nr-05-en.pdf,82.95,88.27,22.64,0.23
VEN,20717.34,518161.39,472195.72,911554.84,56.84,4.39,na,na,5,https://www.cbd.int/doc/world/ve/ve-nr-05-es.pdf,20717.34,518161.39,56.84,4.39
VGB,2.9,16.31,81585.07,155.9,10.46,0,na,na,na,na,2.9,16.31,10.46,0
VIR,312.25,46.87,38297.8,351.36,13.34,0.82,na,na,na,na,312.25,46.87,13.34,0.82
VNM,3686.93,24688.63,752465.27,325837.63,7.58,0.49,7,na,5,https://www.cbd.int/doc/world/vn/vn-nr-05-en.pdf,3686.93,24688.63,7.58,0.49
VUT,66.21,506.31,625983.65,12196.56,4.15,0.01,na,na,na,na,66.21,506.31,4.15,0.01
WLF,0,0.3,250647.15,145.83,0.21,0,na,na,na,na,0,0.3,0.21,0
WSM,205.15,220.86,130493.26,2836.23,7.79,0.16,na,na,5,https://www.cbd.int/doc/world/ws/ws-nr-05-en.pdf,205.15,220.86,7.79,0.16
YEM,1972.32,5133.81,527521.79,452996.74,1.13,0.37,na,na,5,https://www.cbd.int/doc/world/ye/ye-nr-05-en.pdf,1972.32,5133.81,1.13,0.37
ZAF,238704.41,116285.54,1547395.23,1220169.52,9.53,15.43,12.96,10,6,https://chm.cbd.int/database/record/33303CBE-1BB9-9034-35F8-283CC0A1D63F,239099.26,200556.92,16.44,15.45
ZMB,0,309920.44,0,750912.96,41.27,0,37.8,0,6,https://chm.cbd.int/database/record/AB99C119-FDF3-C589-9CBB-B0B2C39A58C8,0,309920.44,41.27,0
ZWE,0,110529.51,0,391047.61,28.26,0,28,0,5,https://www.cbd.int/doc/world/zw/zw-nr-05-en.pdf,0,110529.51,28.26,0
