iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
AZE,345.3141374,8798.362587,79032.11878,86639.62334,10.15512562,0.436928868,10.3,na,5,https://www.cbd.int/doc/world/az/az-nr-05-en.pdf,345.3141374,8798.362587,10.15512562,0.436928862
BDI,0,2065.705683,0,27210.87243,7.591471672,0,na,na,5,https://www.cbd.int/doc/world/bi/bi-nr-05-fr.pdf,0,2065.705683,7.591471713,0
BEL,1318.798331,4772.624582,3465.140147,30683.07213,15.55458546,38.05901718,12.77,35.85,6,https://chm.cbd.int/database/record/190C2BA4-9F5C-AD89-32B5-778480AB2C5B,1318.798331,4772.624582,15.55458515,38.05901855
BEN,0,34414.52568,30425.6792,116095.3632,29.64332581,0,20.16,na,5,https://www.cbd.int/doc/world/bj/bj-nr-05-fr.pdf,0,34414.52568,29.64332487,0
BES,25111.91319,91.60464639,25112.35272,322.852496,28.37352943,99.99825287,na,na,0,na,25111.91319,91.60464639,28.37352894,99.99824975
BFA,0,45403.10875,0,276403.7182,16.42637444,0,na,na,0,na,0,45403.10875,16.42637409,0
BGD,4530.002605,6455.725175,84563.21214,140160.1678,4.605962753,5.356942654,1.8,2.05,5,https://www.cbd.int/doc/world/bd/bd-nr-05-en.pdf,4530.002605,6455.725175,4.605962789,5.356942447
BGR,2851.852747,45503.458,35171.8505,110862.7479,41.04485703,8.108338356,34,na,5,https://www.cbd.int/doc/world/bg/bg-nr-05-en.pdf,2851.852747,45503.458,41.0448585,8.108338646
BHR,94.8201174,45.48196483,7632.763476,686.857403,6.621747971,1.242277741,na,na,5,https://www.cbd.int/doc/world/bh/bh-nbsap-v2-en.pdf,94.8201174,45.48196483,6.621747779,1.242277685
BHS,47355.48699,4930.158571,597705.1345,13458.00624,36.63364792,7.922884464,na,na,0,na,47355.48699,4930.158571,36.63364754,7.922884422
BIH,0,2081.617739,12.763205,51225.15128,4.063663483,0,2,na,5,https://www.cbd.int/doc/world/ba/ba-nr-05-en.pdf,0,2081.617739,4.063663428,0
BLM,4243.891309,5.112053714,4317.87991,25.109707,20.35887527,98.28646088,na,na,0,na,4243.891309,5.112053714,20.35887441,98.28645995
BLR,0,28686.55343,0,207228.0654,13.84298706,0,8.72,0,6,https://chm.cbd.int/pdf/documents/nationalReport6/241352/1,0,28686.55343,13.84298665,0
BLZ,3994.435996,8372.049228,36249.83866,22297.76618,37.54658127,11.01918316,36.6,19.8,6,https://chm.cbd.int/database/record/7E3D234F-E8AD-520C-C92B-490CE2806718,3994.435996,8372.049228,37.54658274,11.01918283
BMU,0.254820659,1.507492591,451643.6848,72.478422,2.0799191,5.64E-05,na,na,0,na,0.254820659,1.507492591,2.079919167,5.64E-05
BOL,0,336406.5863,0,1089908.94,30.86556816,0,23,na,5,https://www.cbd.int/doc/world/bo/bo-nr-05-es.pdf,0,336406.5863,30.86556811,0
BRA,985041.6658,2584807.85,3672584.326,8529399.243,30.3046875,26.82148552,16,1.5,5,https://www.cbd.int/doc/world/br/br-nr-05-en.pdf,985041.6658,2584807.85,30.30468825,26.82148532
BRB,10.32124894,5.640150606,185019.8485,444.068519,1.270108223,0.005578455,na,na,0,na,10.32124894,5.640150606,1.270108185,0.005578455
BRN,51.67920945,2794.368892,25698.41824,5961.686662,46.8721199,0.2010988,41,na,5,https://www.cbd.int/doc/world/bn/bn-nr-05-en.pdf,51.67920945,2794.368892,46.87211942,0.201098795
BTN,0,19834.69833,0,39933.48814,49.66933441,0,51.44,na,6,https://chm.cbd.int/database/record/780672FC-714D-DCB8-463B-8C13757C89D1,0,19834.69833,49.66933583,0
BVT,2207.567041,50.63975135,440224.3515,50.639751,100,0.501464069,na,na,0,na,2207.567041,50.63975135,100.0000007,0.501464091
BWA,0,169369.804,0,581162.9215,29.14325714,0,29.1,na,6,https://chm.cbd.int/database/record/79991C85-C09A-E604-22B4-60A04E4C873D,0,169369.804,29.14325703,0
CAF,0,112827.1133,0,624568.0306,18.06482315,0,41,na,5,https://www.cbd.int/doc/world/cf/cf-nr-05-fr.pdf,0,112827.1133,18.06482365,0
CAN,516419.8764,1265079.509,5698082.708,9955032.941,12.70793915,9.063046455,10.5,7.7,6,https://chm.cbd.int/database/record/C54338B1-F853-7542-B2AD-34985A78BE08,789548.1095,1355697.241,13.61820949,13.85638205
CCK,26.29447384,,470116.606,17.948331,0,0.005593181,na,na,0,na,26.29447384,0,0,0.005593181
CHE,0,5020.616773,0,41355.27022,12.14021015,0,12.5,0,6,https://chm.cbd.int/database/record/79437B02-8838-F9E7-B0BB-571AB9CB6F30,0,5020.616773,12.1402103,0
CHL,1512449.203,159942.1329,3657313.03,759820.962,21.04997635,41.3541069,20,4.3,5,https://www.cbd.int/doc/world/cl/cl-nr-05-es.pdf,1512449.203,159942.1329,21.04997636,41.35410863
CHN,48125.64643,1461913.138,878364.0892,9361608.881,15.61604595,5.479008675,14.86,na,6,https://chm.cbd.int/database/record/C7B6BC32-C06D-B09C-BFF8-7D265F24DBE6,48125.64643,1461913.138,15.61604588,5.479008878
CIV,126.8928286,74419.70825,174842.1752,324107.7064,22.96141243,0.072575644,na,na,6,https://chm.cbd.int/database/record/6C5CE2DC-C057-ADCB-6424-0F485C7DEFEA,126.8928286,74419.70825,22.96141276,0.072575641
CMR,1601.57256,51537.96636,14704.2551,469428.0915,10.97888374,10.89189816,22,na,6,https://chm.cbd.int/database/record/9AC174A3-DA9D-FD8C-764C-E2691FA90EE8,1601.57256,51537.96636,10.97888415,10.89189863
COD,31.363659,324768.201,13265.40707,2344275.114,13.85367298,0.236431941,11,na,5,https://www.cbd.int/doc/world/cd/cd-nr-05-fr.pdf,31.363659,324768.201,13.85367268,0.236431938
COG,1200.112028,126472.1726,39863.59306,343736.7395,36.79332352,3.010546446,13.2,0,0,na,1200.112028,126472.1726,36.79332409,3.010546557
COK,1981931.214,64.92138202,1972842.358,258.141911,25.14949226,100,1,na,5,https://www.cbd.int/doc/world/ck/ck-nr-05-en.pdf,1981931.214,64.92138202,25.14949307,100
COL,124883.7982,187670.229,730741.8263,1145032.899,16.38994217,17.09000206,11.27,1.5,"National Biodiversity Strategy and Action Plan (v.3)
",https://www.cbd.int/doc/world/co/co-nbsap-v3-es.pdf,175615.2133,316150.7496,27.61062585,24.03245674
COM,619.7790835,574.1753702,165505.135,1701.123719,33.75271225,0.374477267,22,na,5,https://www.cbd.int/doc/world/km/km-nr-05-fr.pdf,619.7790835,574.1753702,33.75271086,0.374477253
CPV,5.423161951,120.123431,801065.1343,4148.996795,2.895240307,0.000676994,na,na,0,na,5.423161951,120.123431,2.895240389,0.000676994
CRI,166793.1993,13730.12142,576110.183,51636.14199,26.59013748,28.95161438,26,2.7,6,https://chm.cbd.int/database/record/158F6797-D2D0-91DF-E1D1-55EF84D295E0,166793.1993,13730.12142,26.59013802,28.9516145
CUB,14089.82311,18118.74127,365755.7493,111643.2783,16.22913742,3.852249146,na,na,0,na,14089.82311,18118.74127,16.22913761,3.85224925
CUW,11.65638193,71.00958063,30535.00449,450.975385,15.74577713,0.038173836,na,na,na,na,11.65638193,71.00958063,15.74577748,0.038173834
CXR,0.750002505,87.64926808,330035.5,142.416955,61.5441246,0.000227249,na,na,na,na,0.750002505,87.64926808,61.54412449,0.000227249
CYM,92.90128699,31.13312696,119605.4547,289.266866,10.7627697,0.077673122,na,na,na,na,92.90128699,31.13312696,10.76276982,0.077673119
CYP,8472.2211,3509.437909,98279.50173,9063.433945,38.72084045,8.620537758,na,na,5,https://www.cbd.int/doc/world/cy/cy-nr-05-en.pdf,8472.2211,3509.437909,38.72084168,8.620537294
CZE,0,17272.63321,0,77916.89786,22.16802025,0,na,na,6,https://chm.cbd.int/database/record/C94184E8-C30E-C894-DD41-0F1C62E7AD6A,0,17272.63321,22.16801963,0
DEU,25619.25738,134405.6979,56357.93768,357584.3854,37.58712769,45.45811844,na,0,5,https://www.cbd.int/doc/nr/nr-06/de-nr-06-en.pdf,25619.25738,134405.6979,37.58712725,45.45811723
Disputed,0,0,2199177.4,241966.7,0,0,,,,,,,,
DJI,11.80276092,343.9601785,7031.12303,21843.65212,1.574645877,0.167864516,,na,0,na,11.80276092,343.9601785,1.574645928,0.16786452
DMA,9.418615729,168.2778313,28749.1828,766.22784,21.96185303,0.032761335,na,20,5,https://www.cbd.int/doc/world/dm/dm-nbsap-v2-en.pdf,9.418615729,168.2778313,21.96185292,0.032761334
DNK,18408.27487,7689.980571,100469.7507,45314.39778,16.9702816,18.3222065,na,18,5,https://www.cbd.int/doc/world/dk/dk-nr-05-en.pdf,18408.27487,7689.980571,16.97028086,18.32220618
DOM,48624.97645,12727.39737,270774.1738,48509.80547,26.23675156,17.95775986,26,9.6,6,https://chm.cbd.int/database/record/4CAD6958-68E8-A0AB-E856-852720AD7CF8,48624.97645,12727.39737,26.23675203,17.95776006
DZA,87.74437742,107865.0166,128992.9935,2324458.588,4.640436172,0.068022594,na,na,6,https://chm.cbd.int/pdf/documents/nationalReport6/241357/1,87.74437742,1261028.953,54.25043749,0.068022592
ECU,206784.2532,60459.43216,1079901.071,258138.6687,23.42130089,19.14844322,19.6,na,6,https://chm.cbd.int/database/record/6120BF7A-BD24-5225-9DEF-4D4BE3AD3799,206784.2532,60459.43216,23.42130005,19.14844413
EGY,11715.81678,129389.8156,236612.0565,984997.4881,13.13605499,4.951487541,14.6,na,0,na,11715.81678,129389.8156,13.13605538,4.951487659
ERI,0,0,78827.41736,121834.4031,0,0,na,na,0,na,0,0,0,0
ESH,0,0,252024.2549,268339.2162,0,0,na,na,0,na,0,0,0,0
ESP,128585.2077,142555.3049,1005717.296,507013.405,28.11667442,12.78542233,27.3,8,0,na,128585.2077,142555.3049,28.11667374,12.78542273
EST,6825.465946,9723.481991,36346.36825,45416.48284,21.40958786,18.77894974,18.8,27,6,https://chm.cbd.int/database/record/E23CB1F7-405F-D3C8-C1A5-8D2912E49CCE,6825.465946,9723.481991,21.40958829,18.77894897
ETH,0,193132.4076,0,1135429.227,17.00963783,0,14,na,6,https://chm.cbd.int/database/record/86A4EACE-5D8E-479D-CD33-319D77EA9032,0,193132.4076,17.00963856,0
FIN,9530.161356,45252.48785,79467.83379,337725.5344,13.3991909,11.99247646,13.8,17,6,https://chm.cbd.int/database/record/8BC90B3F-3587-ED1A-0BE5-FBA1287318A4,9530.161356,45252.48785,13.39919054,11.99247658
FJI,11959.01448,1036.512388,1293034.72,19154.95614,5.411196709,0.924879611,2.7,na,5,https://www.cbd.int/doc/world/fj/fj-nr-05-en.pdf,11959.01448,1036.512388,5.411196876,0.924879611
FLK,52.09351703,61.10017572,549091.6441,12400.947,0.492705733,0.009487217,na,na,0,na,52.09351703,61.10017572,0.492705724,0.009487217
FRA,171305.533,155901.677,343866.3878,548954.0701,28.39976692,49.81747055,29.5,22.91,6,https://chm.cbd.int/database/record/C838741D-098B-3BAC-AE88-3EDACDB092EA,171305.533,155901.677,28.39976704,49.81746955
FRO,28.88910828,33.7868732,266720.4336,1450.644909,2.329093218,0.010831232,na,na,0,na,28.88910828,33.7868732,2.329093287,0.010831232
FSM,475.0509917,0.401738404,3011916.98,817.158681,0.049162839,0.01577238,na,na,5,https://www.cbd.int/doc/world/fm/fm-nr-05-en.pdf,475.0509917,0.401738404,0.049162839,0.01577238
GAB,55720.64663,59707.74205,193292.3301,266044.6066,22.44275665,28.82713699,na,na,0,na,55720.64663,59707.74205,22.44275605,28.82713794
GBR,318711.0285,68104.1753,723404.7034,245247.5873,27.76955986,44.05708694,28,24,6,https://chm.cbd.int/database/record/A8D6330F-38E5-1E72-50A3-406ABFBB9612,318711.0285,68104.1753,27.76955975,44.05708547
GEO,152.9628902,7774.971261,22907.00911,69971.96837,11.11155128,0.667755842,8.62,na,5,https://www.cbd.int/doc/world/ge/ge-nr-05-en.pdf,152.9628902,7774.971261,11.11155144,0.667755836
GGY,33.48013405,3.428469992,8672.655691,85.559741,4.007106781,0.386042476,na,na,0,na,33.94675441,9.090171803,10.62435638,0.391422831
GHA,219.2569852,35674.7198,226758.5827,240329.9832,14.84405708,0.09669181,20.66,na,National Biodiversity Strategy and Action Plan (v.2),https://www.cbd.int/doc/world/gh/gh-nbsap-v2-en.pdf,219.2569852,35674.7198,14.84405704,0.096691813
GIB,0,0,426.745945,7.483277,0,0,na,na,0,na,0,0,0,0
GIN,583.4236182,92571.39007,110136.2872,246426.8074,37.56547165,0.52972877,15,na,5,https://www.cbd.int/doc/world/gn/gn-nr-05-fr.pdf,583.4236182,92571.39007,37.56547067,0.529728787
GLP,90956.72004,1172.03134,91039.08888,1678.541217,69.82440186,99.90952301,na,na,0,na,90956.72004,1172.03134,69.82440036,99.90952366
GMB,137.3466836,830.3578947,22745.53308,10757.9084,7.7185812,0.603840232,6.4,7.4,6,https://chm.cbd.int/database/record/72F99C09-A17F-497F-7B00-EE38CDE69E5D,137.3466836,830.3578947,7.718581194,0.603840249
GNB,9573.85604,9220.209592,106506.6285,34015.72123,27.10573006,8.988976479,13.75,12.63,National Biodiversity Strategy and Action Plan (v.2),https://www.cbd.int/doc/world/gw/gw-nbsap-v2-en.pdf,9573.85604,9220.209592,27.10573011,8.988976719
GNQ,729.7148462,5228.231142,310365.4119,27136.01782,19.26675987,0.235114738,na,na,0,na,729.7148462,5228.231142,19.26675895,0.235114745
GRC,22326.03257,46842.03965,494172.4508,133012.2689,35.21633148,4.517862797,21,6,5,https://www.cbd.int/doc/world/gr/gr-nr-05-en.pdf,22326.03257,46842.03965,35.21633007,4.517862648
GRD,25.76526308,35.63048448,26281.5155,373.565244,9.537955284,0.098035686,na,na,5,https://www.cbd.int/doc/world/gd/gd-nr-05-en.pdf,25.76526308,35.63048448,9.537954896,0.098035682
GRL,102254.1021,885525.0145,2264467.117,2154016.464,41.11040878,4.515592098,na,na,0,na,102254.1021,885525.0145,41.11041068,4.515592269
GTM,953.7737339,22115.56234,118336.3927,109922.2585,20.11927605,0.805985153,31.06,na,5,https://www.cbd.int/doc/world/gt/gt-nr-05-es.pdf,953.7737339,22115.56234,20.11927578,0.805985134
GUF,1365.497154,43585.94234,136563.8487,83034.50925,52.49135971,0.999896526,na,na,0,na,1365.497154,43585.94234,52.491359,0.999896508
GUM,40.09019271,25.07290693,202535.0554,561.240901,4.467405319,0.0197942,na,na,0,na,40.09019271,25.07290693,4.467405509,0.019794199
GUY,25.85568602,17952.53575,136909.9886,211200.2683,8.500243187,0.018885171,8.6,na,0,https://www.cbd.int/doc/world/gy/gy-nbsap-v3-en.pdf,25.85568602,17952.53575,8.500242871,0.018885171
HKG,77.63465959,461.7589223,0,1102.47934,41.88367844,,na,na,0,na,77.63465959,461.7589223,41.88368032,0
HMD,6050.480012,391.1989037,416110.9534,391.198904,100,1.454054475,na,na,0,na,6050.480012,391.1989037,99.99999993,1.454054493
HND,10070.08933,26567.52461,219971.1738,113291.4823,23.45059395,4.577913284,27,0,0,https://www.cbd.int/doc/world/hn/hn-nbsap-v2-es.pdf,10070.08933,26567.52461,23.45059316,4.577913167
HRV,4984.81069,21894.93057,55462.35822,56855.88522,38.5095253,8.987736702,12.2,1.94,5,https://www.cbd.int/doc/world/hr/hr-nr-05-en.pdf,4984.81069,21894.93057,38.50952367,8.987736638
HTI,1826.401088,2357.493149,123867.1844,27390.24191,8.60705471,1.474483371,6.28,na,5,https://www.cbd.int/doc/world/ht/ht-nr-05-fr.pdf,1826.401088,2357.493149,8.607054866,1.474483413
HUN,0,21051.03645,0,93142.45067,22.60090446,0,22.2,0,5,https://www.cbd.int/doc/world/hu/hu-nr-05-en.pdf,0,21051.03645,22.60090463,0
IDN,181864.6695,231945.7149,5947954.167,1906555.047,12.1656971,3.057600498,22,na,5,https://www.cbd.int/doc/world/id/id-nr-05-en.pdf,181864.6695,231945.7149,12.16569725,3.057600386
IMN,419.4228484,31.75140415,0,582.226592,5.453444481,,na,na,0,na,419.4228484,31.75140415,5.453444516,0
IND,5543.266672,230167.7516,2301226.499,3061193.496,7.518889427,0.240883142,na,na,6,https://chm.cbd.int/database/record/93FF87C5-5D5D-B150-2A0F-5D3AF67E77C9,5543.266672,230167.7516,7.518889345,0.240883141
IOT,642270.8732,68.95284624,642744.6863,68.952846,100,99.92628479,na,na,0,na,642270.8732,68.95284624,100.0000003,99.92628284
IRL,9944.416816,10122.65951,426441.7422,70128.37704,14.43447018,2.331952095,14,1.4,5,https://www.cbd.int/doc/world/ie/ie-nr-05-en.pdf,9944.416816,10122.65951,14.43446995,2.331952019
IRN,1808.644138,140225.7781,224800.6295,1627857.17,8.614132881,0.80455476,10.4,na,5,https://www.cbd.int/doc/world/ir/ir-nr-05-en.pdf,1808.644138,140225.7781,8.614132779,0.804554748
IRQ,0,6713.746023,595.830425,437830.5052,1.533412099,0,na,na,0,na,0,6713.746023,1.533412118,0
ISL,3215.918495,21263.01972,752783.5116,102301.7663,20.78460693,0.427203625,na,na,0,https://chm.cbd.int/database/record/BF781FE9-A0CB-A201-0EAA-F59EC1EC1EFA,3215.918495,21263.01972,20.78460664,0.427203631
ISR,11.84029178,5132.611984,27855.0403,20958.0329,24.48995018,0.042506821,21,na,5,https://www.cbd.int/doc/world/il/il-nr-05-en.pdf,11.84029178,5132.611984,24.48995098,0.04250682
ITA,57183.57692,65017.20351,538880.953,301335.3097,21.57636452,10.61154175,21,19.1,6,https://chm.cbd.int/database/record/075ADA4C-96AD-4864-9C6C-D252F644A314,57183.57692,65017.20351,21.57636407,10.61154168
JAM,1902.00545,2211.945221,246488.4991,11058.94539,20.00141144,0.771640658,18,15,5,https://www.cbd.int/doc/world/jm/jm-nr-05-en.pdf,1902.00545,2211.945221,20.00141191,0.771640647
JEY,185.0337598,22.23073646,2962.105951,125.218467,17.75356102,6.246695995,na,na,0,na,185.0337598,22.23073646,17.75356063,6.246696196
JOR,0.919866622,4014.746577,93.665949,89689.84024,4.476255894,0.982071519,1.6,25,6,https://chm.cbd.int/database/record/E3AD5C2C-E18B-0515-2B13-B5906FB9C971,0.919866622,4014.746577,4.476255691,0.982071533
JPN,561310.1695,111289.6808,4040612.297,374092.7945,29.74921799,13.89171028,na,8.3,6,https://chm.cbd.int/database/record/134290A2-76E8-AF7A-E322-14E20399677D,561310.1695,111289.6808,29.74921797,13.89171067
KAZ,60409.56045,272794.8573,119085.0237,2719827.869,10.02985764,50.72809219,8.96,na,6,https://chm.cbd.int/database/record/104097C9-32D6-85B6-4630-6D69CC6DC2EF,60409.56045,272794.8573,10.02985742,50.72809206
KEN,822.1263791,71533.97293,112400.4482,586770.0015,12.19114304,0.731426239,8,na,5,https://www.cbd.int/doc/world/ke/ke-nr-05-en.pdf,822.1263791,71533.97293,12.19114351,0.731426246
KGZ,0,13408.46315,0,199957.0236,6.705672741,0,7.38,na,6,https://chm.cbd.int/database/record/411B9A5E-1A4D-858E-3E40-643E17C4E9CC,0,13408.46315,6.705672503,0
KHM,691.4698477,72527.31997,47966.8519,182510.8526,39.73863602,1.441557646,18,na,5,https://www.cbd.int/doc/world/kh/kh-nr-05-en.pdf,691.4698477,72527.31997,39.73863414,1.441557701
KIR,408701.9397,230.8857269,3459130.413,1032.564654,22.36041451,11.81516457,na,na,0,na,408701.9397,230.8857269,22.36041356,11.81516424
KNA,408.2106035,62.0143713,10262.9088,270.825058,22.89831352,3.977533102,na,na,6,https://chm.cbd.int/database/record/C0A7116F-F642-2089-08C4-81605C16F1BC,408.2106035,62.0143713,22.89831368,3.977533186
KOR,7979.394202,16916.63597,324993.7978,99712.88376,16.96534538,2.455245018,11.57,1.4,6,https://chm.cbd.int/database/record/37C38AFC-AF9F-168E-B555-2EBA21CF2DCD,7979.394202,16916.63597,16.96534623,2.455245071
KWT,162.2891335,2979.114917,11895.81218,17417.87587,17.10377884,1.364254355,20,3,5,https://www.cbd.int/doc/world/kw/kw-nr-05-ar.pdf,162.2891335,2979.114917,17.10377855,1.364254337
LAO,0,43219.86876,0,231276.1399,18.68756104,0,18,na,0,na,0,43219.86876,18.68756059,0
LBN,43.51637319,195.2388376,19315.84107,10329.04876,1.890191793,0.225288525,na,na,0,na,43.51637319,195.2388376,1.890191848,0.225288524
LBR,256.0496242,3916.592975,247767.6811,96634.42399,4.052999973,0.103342623,na,na,5,https://www.cbd.int/doc/world/lr/lr-nr-05-en.pdf,256.0496242,3916.592975,4.052999763,0.103342624
LBY,2267.908302,2084.166442,357895.3125,1622615.431,0.12844488,0.633679271,na,na,0,na,2267.908302,2084.166442,0.12844488,0.633679241
LCA,34.00703606,116.6535272,15560.30791,622.311137,18.74520874,0.218549892,na,na,0,na,34.00703606,116.6535272,18.74520963,0.218549892
LIE,0,71.22333416,0,167.064349,42.63227463,0,12.3,0,5,https://www.cbd.int/doc/world/li/li-nr-05-en.pdf,0,71.22333416,42.63227588,0
LKA,398.5644257,19897.4988,534085.0497,66631.50337,29.86199951,0.074625649,28,na,5,https://www.cbd.int/doc/world/lk/lk-nr-05-en.pdf,398.5644257,19897.4988,29.8619989,0.074625647
LSO,0,153.4384118,0,30494.99377,0.503159344,0,na,na,0,na,0,153.4384118,0.503159348,0
LTU,1567.706434,11047.50345,6125.653875,64696.51583,17.07588577,25.59247589,na,na,0,na,1567.706434,11047.50345,17.07588624,25.59247495
LUX,0,1452.583206,0,2603.081524,55.80244827,0,27,na,6,https://chm.cbd.int/database/record/7C393CC4-D665-CE1D-B971-CD4271602FB8,0,1452.583206,55.80244768,0
LVA,4632.072724,11728.68149,28879.55287,64501.94768,18.18345261,16.03928185,17,na,5,https://www.cbd.int/doc/world/lv/lv-nr-05-en.pdf,4632.072724,11728.68149,18.18345323,16.0392813
MAF,1030.536169,7.609070573,1068.741983,59.578286,12.77155018,96.42516327,na,na,0,na,1030.536169,7.609070573,12.77154998,96.42516018
MAR,1865.636983,8963.088041,276136.4075,407280.495,2.200716257,0.67562151,16.2,na,6,https://chm.cbd.int/database/record/650BA56F-8B7E-91A7-6622-56AEEEDD28CE,1957.37957,134920.804,33.12724416,0.708845164
MCO,283.4049511,0.162391347,284.22031,1.595194,10.1800375,99.71312714,na,na,5,https://www.cbd.int/doc/world/mc/mc-nr-05-fr.pdf,283.4049511,0.162391347,10.18003745,99.71312435
MDA,0,3882.255077,0,33963.76161,11.43058014,0,5.8,0,6,https://chm.cbd.int/database/record/7320428F-D31E-FD33-F7FE-48CC53E2EB23,0,3882.255077,11.4305804,0
MDG,11017.95793,44521.09838,1205824.849,594718.7259,7.486076355,0.91372788,na,na,5,https://www.cbd.int/doc/world/mg/mg-nr-05-en.pdf,11017.95793,44521.09838,7.486076432,0.913727889
MDV,623.3012909,6.999288611,922109.9914,304.666095,2.297363758,0.067595109,na,na,5,https://www.cbd.int/doc/world/mv/mv-nr-05-en.pdf,623.3012909,6.999288611,2.297363811,0.067595113
MEX,708027.4661,286891.1069,3284659.67,1965284.828,14.59794044,21.55558014,12.9,21,6,https://www.cbd.int/doc/world/mx/mx-nr-05-es.pdf,708027.4661,286891.1069,14.59794035,21.55558071
MHL,5388.396257,33.59372311,2004587.264,281.928035,11.91570854,0.268803269,16,18,5,na,5388.396257,33.59372311,11.9157086,0.268803277
MKD,0,3916.65487,0,25443.14057,15.39375591,0,na,0,0,na,0,3916.65487,15.39375557,0
MLI,0,94591.23869,0,1256684.114,7.527049541,0,na,na,0,na,0,94591.23869,7.527049767,0
MLT,4146.582272,99.55740053,55696.65564,324.970466,30.63582993,7.444939613,13,na,5,https://www.cbd.int/doc/world/mt/mt-nr-05-en.pdf,4146.582272,99.55740053,30.63583031,7.44493942
MMR,2456.796056,44288.96636,514147.2175,673078.5676,6.580059052,0.477839023,8.7,na,6,https://chm.cbd.int/database/record/F7636AF4-F0E7-CAAE-ED0A-CE0E9F3A7F9C,2456.796056,44288.96636,6.580058925,0.477839026
MNE,43.25045979,1918.14915,7459.237226,13847.56188,13.85189056,0.57982415,9.05,na,5,https://www.cbd.int/doc/world/me/me-nr-05-en.pdf,43.25045979,1918.14915,13.8518908,0.579824163
MNG,0,310015.5246,0,1565864.159,19.79836655,0,17.4,0,5,https://www.cbd.int/doc/world/mn/mn-nr-05-en.pdf,0,310015.5246,19.79836647,0
MNP,256517.6544,38.38923116,773667.8566,501.224059,7.659095764,33.15604401,na,na,na,na,256517.6544,38.38923116,7.659095861,33.15604393
MOZ,12326.33722,233248.9061,574409.6185,791081.8731,29.48480034,2.145914078,26,na,5,https://www.cbd.int/doc/world/mz/mz-nr-05-en.pdf,12326.33722,233248.9061,29.48479974,2.145914139
MRT,6487.581023,6507.878451,156197.8626,1046302.522,0.621988237,4.153437614,na,na,5,https://www.cbd.int/doc/world/mr/mr-nr-05-fr.pdf,6487.581023,6507.878451,0.621988222,4.153437772
