iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
BDI,0,2065.705683,0,27210.87243,7.5914717,0,na,na,5,https://www.cbd.int/doc/world/bi/bi-nr-05-fr.pdf, -   ,2066,7.591471713,0
BEL,1318.798331,4772.624582,3465.140147,30683.07213,15.5545855,38.0590172,12.77,35.85,6,https://chm.cbd.int/database/record/190C2BA4-9F5C-AD89-32B5-778480AB2C5B,1319,4773,15.55458515,38.05901855
BEN,0,34414.52568,30425.6792,116095.3632,29.6433258,0,20.16,na,5,https://www.cbd.int/doc/world/bj/bj-nr-05-fr.pdf, -   ,34415,29.64332487,0
BES,25111.91319,91.60464639,25112.35272,322.852496,28.3735294,99.9982529,na,na,0,na,25112,92,28.37352894,99.99824975
BFA,0,45403.10875,0,276403.7182,16.4263744,0,na,na,0,na, -   ,45403,16.42637409,0
BGD,4530.002605,6455.725175,84563.21214,140160.1678,4.6059628,5.3569427,1.8,2.05,5,https://www.cbd.int/doc/world/bd/bd-nr-05-en.pdf,4530,6456,4.605962789,5.356942447
BGR,2851.852747,45503.458,35171.8505,110862.7479,41.044857,8.1083384,34,na,5,https://www.cbd.int/doc/world/bg/bg-nr-05-en.pdf,2852,45503,41.0448585,8.108338646
BHR,1612.477371,88.99236591,7632.763476,686.857403,12.9564543,21.1257343,na,na,5,https://www.cbd.int/doc/world/bh/bh-nbsap-v2-en.pdf,1612,89,12.95645436,21.12573482
BHS,47355.48699,4930.158571,597705.1345,13458.00624,36.6336479,7.9228845,na,na,0,na,47355,4930,36.63364754,7.922884422
BIH,0,2081.617739,12.763205,51225.15128,4.0636635,0,2,na,5,https://www.cbd.int/doc/world/ba/ba-nr-05-en.pdf, -   ,2082,4.063663428,0
BLM,4243.891309,5.112053714,4317.87991,25.109707,20.3588753,98.2864609,na,na,0,na,4244,5,20.35887441,98.28645995
BLR,0,28686.55343,0,207228.0654,13.8429871,0,8.72,0,6,https://chm.cbd.int/pdf/documents/nationalReport6/241352/1, -   ,28687,13.84298665,0
BLZ,3994.435996,8372.049228,36249.83866,22297.76618,37.5465813,11.0191832,36.6,19.8,6,https://chm.cbd.int/database/record/7E3D234F-E8AD-520C-C92B-490CE2806718,3994,8372,37.54658274,11.01918283
BMU,0.254820659,1.507492591,451643.6848,72.478422,2.0799191,0.0000564,na,na,0,na,0,2,2.079919167,0.0000564207
BOL,0,336406.5863,0,1089908.94,30.8655682,0,23,na,5,https://www.cbd.int/doc/world/bo/bo-nr-05-es.pdf, -   ,336407,30.86556811,0
BRA,985041.6658,2584807.85,3672584.326,8529399.243,30.3046875,26.8214855,16,1.5,5,https://www.cbd.int/doc/world/br/br-nr-05-en.pdf,985042,2584808,30.30468825,26.82148532
BRB,10.32124892,5.640150606,185019.8485,444.068519,1.2701082,0.0055785,na,na,0,na,10,6,1.270108185,0.005578455
BRN,51.67920945,2794.368892,25698.41824,5961.686662,46.8721199,0.2010988,41,na,5,https://www.cbd.int/doc/world/bn/bn-nr-05-en.pdf,52,2794,46.87211942,0.201098795
BTN,0,19834.69833,0,39933.48814,49.6693344,0,51.44,na,6,https://chm.cbd.int/database/record/780672FC-714D-DCB8-463B-8C13757C89D1, -   ,19835,49.66933583,0
BVT,2207.567041,50.63975135,440224.3515,50.639751,100,0.5014641,na,na,0,na,2208,51,100.0000007,0.501464091
BWA,0,169369.804,0,581162.9215,29.1432571,0,29.1,na,6,https://chm.cbd.int/database/record/79991C85-C09A-E604-22B4-60A04E4C873D, -   ,169370,29.14325703,0
CAF,0,112827.1133,0,624568.0306,18.0648232,0,41,na,5,https://www.cbd.int/doc/world/cf/cf-nr-05-fr.pdf, -   ,112827,18.06482365,0
CAN,516419.8764,1265079.509,5698082.708,9955032.941,12.7079391,9.0630465,10.5,7.7,6,https://chm.cbd.int/database/record/C54338B1-F853-7542-B2AD-34985A78BE08,789548,1355697,13.61820949,13.85638205
CCK,26.29447384,,470116.606,17.948331,0,0.0055932,na,na,0,na,26, -   ,0,0.005593181
CHE,0,5020.616773,0,41355.27022,12.1402102,0,12.5,0,6,https://chm.cbd.int/database/record/79437B02-8838-F9E7-B0BB-571AB9CB6F30, -   ,5021,12.1402103,0
CHL,1512449.203,159942.1329,3657313.03,759820.962,21.0499763,41.3541069,20,4.3,5,https://www.cbd.int/doc/world/cl/cl-nr-05-es.pdf,1512449,159942,21.04997636,41.35410863
CHN,48125.64643,1461913.138,878364.0892,9361608.881,15.616046,5.4790087,14.86,na,6,https://chm.cbd.int/database/record/C7B6BC32-C06D-B09C-BFF8-7D265F24DBE6,48126,1461913,15.61604588,5.479008878
CIV,126.8928286,74419.70825,174842.1752,324107.7064,22.9614124,0.0725756,na,na,6,https://chm.cbd.int/database/record/6C5CE2DC-C057-ADCB-6424-0F485C7DEFEA,127,74420,22.96141276,0.072575641
CMR,1601.57256,51537.96636,14704.2551,469428.0915,10.9788837,10.8918982,22,na,6,https://chm.cbd.int/database/record/9AC174A3-DA9D-FD8C-764C-E2691FA90EE8,1602,51538,10.97888415,10.89189863
COD,31.363659,324768.201,13265.40707,2344275.114,13.853673,0.2364319,11,na,5,https://www.cbd.int/doc/world/cd/cd-nr-05-fr.pdf,31,324768,13.85367268,0.236431938
COG,1200.112028,126472.1726,39863.59306,343736.7395,36.7933235,3.0105464,13.2,0,0,na,1200,126472,36.79332409,3.010546557
COK,1981931.214,64.92138202,1972842.358,258.141911,25.1494923,100,1,na,5,https://www.cbd.int/doc/world/ck/ck-nr-05-en.pdf,1981931,65,25.14949307,100
COL,124883.7982,187816.9179,730741.8263,1145032.899,16.4027538,17.0900021,11.27,1.5,"National Biodiversity Strategy and Action Plan (v.3)
",https://www.cbd.int/doc/world/co/co-nbsap-v3-es.pdf,175615,316297,27.62343675,24.03245674
COM,619.7790835,574.1753702,165505.135,1701.123719,33.7527122,0.3744773,22,na,5,https://www.cbd.int/doc/world/km/km-nr-05-fr.pdf,620,574,33.75271086,0.374477253
CPV,5.423161951,120.123431,801065.1343,4148.996795,2.8952403,0.000677,na,na,0,na,5,120,2.895240389,0.000676994
CRI,166793.1993,13730.2347,576110.183,51636.14199,26.5903568,28.9516144,26,2.7,6,https://chm.cbd.int/database/record/158F6797-D2D0-91DF-E1D1-55EF84D295E0,166793,13730,26.59035739,28.9516145
CUB,14089.82311,18118.74127,365755.7493,111643.2783,16.2291374,3.8522491,na,na,0,na,14090,18119,16.22913761,3.85224925
CUW,11.65638193,71.00958063,30535.00449,450.975385,15.7457771,0.0381738,na,na,na,na,12,71,15.74577748,0.038173834
CXR,0.750002505,87.64926808,330035.5,142.416955,61.5441246,0.0002272,na,na,na,na,1,88,61.54412449,0.000227249
CYM,92.90128699,31.13312696,119605.4547,289.266866,10.7627697,0.0776731,na,na,na,na,93,31,10.76276982,0.077673119
CYP,8472.2211,3509.437909,98279.50173,9063.433945,38.7208405,8.6205378,na,na,5,https://www.cbd.int/doc/world/cy/cy-nr-05-en.pdf,8472,3509,38.72084168,8.620537294
CZE,0,17272.63321,0,77916.89786,22.1680202,0,na,na,6,https://chm.cbd.int/database/record/C94184E8-C30E-C894-DD41-0F1C62E7AD6A, -   ,17273,22.16801963,0
DEU,25619.25739,134405.6979,56357.93768,357584.3854,37.5871277,45.4581184,na,0,5,https://www.cbd.int/doc/nr/nr-06/de-nr-06-en.pdf,25619,134406,37.58712725,45.45811725
Disputed,0,0,2199177.4,241966.7,0,0,,,,,,,,
DJI,11.80276092,343.9601785,7031.12303,21843.65212,1.5746459,0.1678645,,na,0,na,12,344,1.574645928,0.16786452
DMA,9.435833953,168.2778313,28749.1828,766.22784,21.961853,0.0328212,na,20,5,https://www.cbd.int/doc/world/dm/dm-nbsap-v2-en.pdf,9,168,21.96185292,0.032821225
DNK,18408.27487,7689.98057,100469.7507,45314.39778,16.9702816,18.3222065,na,18,5,https://www.cbd.int/doc/world/dk/dk-nr-05-en.pdf,18408,7690,16.97028085,18.32220618
DOM,46781.01109,12801.43629,270774.1738,48509.80547,26.3893795,17.276762,26,9.6,6,https://chm.cbd.int/database/record/4CAD6958-68E8-A0AB-E856-852720AD7CF8,46781,12801,26.38937873,17.27676256
DZA,87.74437742,107865.0166,128992.9935,2324458.588,4.6404362,0.0680226,na,na,6,https://chm.cbd.int/pdf/documents/nationalReport6/241357/1,88,1261029,54.25043749,0.068022592
ECU,206784.2532,60459.43216,1079901.071,258138.6687,23.4213009,19.1484432,19.6,na,6,https://chm.cbd.int/database/record/6120BF7A-BD24-5225-9DEF-4D4BE3AD3799,206784,60459,23.42130005,19.14844413
EGY,11715.81678,129389.8156,236612.0565,984997.4881,13.136055,4.9514875,14.6,na,0,na,11716,129390,13.13605538,4.951487659
ERI,0,0,78827.41736,121834.4031,0,0,na,na,0,na, -   , -   ,0,0
ESH,0,0,252024.2549,268339.2162,0,0,na,na,0,na, -   , -   ,0,0
ESP,128585.2077,142555.3049,1005717.296,507013.405,28.1166744,12.7854223,27.3,8,0,na,128585,142555,28.11667374,12.78542273
EST,6825.466151,9723.481992,36346.36824,45416.48284,21.4095879,18.7789497,18.8,27,6,https://chm.cbd.int/database/record/E23CB1F7-405F-D3C8-C1A5-8D2912E49CCE,6825,9723,21.40958829,18.77894954
ETH,0,193132.4076,0,1135429.227,17.0096378,0,14,na,6,https://chm.cbd.int/database/record/86A4EACE-5D8E-479D-CD33-319D77EA9032, -   ,193132,17.00963856,0
FIN,9530.161479,45252.48785,79467.83378,337725.5344,13.3991909,11.9924765,13.8,17,6,https://chm.cbd.int/database/record/8BC90B3F-3587-ED1A-0BE5-FBA1287318A4,9530,45252,13.39919054,11.99247674
FJI,11959.01448,1036.512388,1293034.72,19154.95614,5.4111967,0.9248796,2.7,na,5,https://www.cbd.int/doc/world/fj/fj-nr-05-en.pdf,11959,1037,5.411196876,0.924879611
FLK,52.09351703,61.10017572,549091.6441,12400.947,0.4927057,0.0094872,na,na,0,na,52,61,0.492705724,0.009487217
FRA,171300.0713,155901.677,343866.3878,548954.0701,28.3997669,49.8158798,29.5,22.91,6,https://chm.cbd.int/database/record/C838741D-098B-3BAC-AE88-3EDACDB092EA,171300,155902,28.39976704,49.81588123
FRO,28.88910828,33.7868732,266720.4336,1450.644909,2.3290932,0.0108312,na,na,0,na,29,34,2.329093287,0.010831232
FSM,475.0509917,0.401738404,3011916.98,817.158681,0.0491628,0.0157724,na,na,5,https://www.cbd.int/doc/world/fm/fm-nr-05-en.pdf,475,0,0.049162839,0.01577238
GAB,55720.64663,59707.74205,193292.3301,266044.6066,22.4427567,28.827137,na,na,0,na,55721,59708,22.44275605,28.82713794
GBR,318711.0285,68104.1753,723404.7034,245247.5873,27.7695599,44.0570869,28,24,6,https://chm.cbd.int/database/record/A8D6330F-38E5-1E72-50A3-406ABFBB9612,318711,68104,27.76955975,44.05708547
GEO,152.9628902,7774.971261,22907.00911,69971.96837,11.1115513,0.6677558,8.62,na,5,https://www.cbd.int/doc/world/ge/ge-nr-05-en.pdf,153,7775,11.11155144,0.667755836
GGY,33.48013405,3.428469992,8672.655691,85.559741,4.0071068,0.3860425,na,na,0,na,34,9,10.62435638,0.391422831
GHA,219.2569852,35674.7198,226758.5827,240329.9832,14.8440571,0.0966918,20.66,na,National Biodiversity Strategy and Action Plan (v.2),https://www.cbd.int/doc/world/gh/gh-nbsap-v2-en.pdf,219,35675,14.84405704,0.096691813
GIB,0,0,426.745945,7.483277,0,0,na,na,0,na, -   , -   ,0,0
GIN,583.4236182,92571.39007,110136.2872,246426.8074,37.5654716,0.5297288,15,na,5,https://www.cbd.int/doc/world/gn/gn-nr-05-fr.pdf,583,92571,37.56547067,0.529728787
GLP,90957.26566,1172.03134,91039.08888,1678.541217,69.8244019,99.9101257,na,na,0,na,90957,1172,69.82440036,99.91012297
GMB,137.3466836,830.3578947,22745.53308,10757.9084,7.7185812,0.6038402,6.4,7.4,6,https://chm.cbd.int/database/record/72F99C09-A17F-497F-7B00-EE38CDE69E5D,137,830,7.718581194,0.603840249
GNB,9573.85604,9220.209592,106506.6285,34015.72123,27.1057301,8.9889765,13.75,12.63,National Biodiversity Strategy and Action Plan (v.2),https://www.cbd.int/doc/world/gw/gw-nbsap-v2-en.pdf,9574,9220,27.10573011,8.988976719
GNQ,729.7148462,5228.231142,310365.4119,27136.01782,19.2667599,0.2351147,na,na,0,na,730,5228,19.26675895,0.235114745
GRC,22326.03257,46842.03965,494172.4508,133012.2689,35.2163315,4.5178628,21,6,5,https://www.cbd.int/doc/world/gr/gr-nr-05-en.pdf,22326,46842,35.21633007,4.517862648
GRD,25.76526308,35.63048448,26281.5155,373.565244,9.5379553,0.0980357,na,na,5,https://www.cbd.int/doc/world/gd/gd-nr-05-en.pdf,26,36,9.537954896,0.098035682
GRL,102254.1021,885525.0145,2264467.117,2154016.464,41.1104088,4.5155921,na,na,0,na,102254,885525,41.11041068,4.515592269
GTM,953.7737339,22115.56234,118336.3927,109922.2585,20.119276,0.8059852,31.06,na,5,https://www.cbd.int/doc/world/gt/gt-nr-05-es.pdf,954,22116,20.11927578,0.805985134
GUF,1365.497154,43585.94234,136563.8487,83034.50925,52.4913597,0.9998965,na,na,0,na,1365,43586,52.491359,0.999896508
GUM,40.09019271,25.07290693,202535.0554,561.240901,4.4674053,0.0197942,na,na,0,na,40,25,4.467405509,0.019794199
GUY,25.85568602,17952.53575,136909.9886,211200.2683,8.5002432,0.0188852,8.6,na,0,https://www.cbd.int/doc/world/gy/gy-nbsap-v3-en.pdf,26,17953,8.500242871,0.018885171
HKG,77.63465959,461.7589223,0,1102.47934,41.8836784,,na,na,0,na,78,462,41.88368032,0
HMD,6050.480012,391.1989037,416110.9534,391.198904,100,1.4540545,na,na,0,na,6050,391,99.99999993,1.454054493
HND,10070.08933,26567.52461,219971.1738,113291.4823,23.4505939,4.5779133,27,0,0,https://www.cbd.int/doc/world/hn/hn-nbsap-v2-es.pdf,10070,26568,23.45059316,4.577913167
HRV,4984.81069,21894.93057,55462.35822,56855.88522,38.5095253,8.9877367,12.2,1.94,5,https://www.cbd.int/doc/world/hr/hr-nr-05-en.pdf,4985,21895,38.50952367,8.987736638
HTI,1826.401088,2357.493149,123867.1844,27390.24191,8.6070547,1.4744834,6.28,na,5,https://www.cbd.int/doc/world/ht/ht-nr-05-fr.pdf,1826,2357,8.607054866,1.474483413
HUN,0,21051.03645,0,93142.45067,22.6009045,0,22.2,0,5,https://www.cbd.int/doc/world/hu/hu-nr-05-en.pdf, -   ,21051,22.60090463,0
IDN,181864.6695,231945.7149,5947954.167,1906555.047,12.1656971,3.0576005,22,na,5,https://www.cbd.int/doc/world/id/id-nr-05-en.pdf,181865,231946,12.16569725,3.057600386
IMN,419.4228484,31.75140415,0,582.226592,5.4534445,,na,na,0,na,419,32,5.453444516,0
IND,5543.266672,230167.7516,2301226.499,3061193.496,7.5188894,0.2408831,na,na,6,https://chm.cbd.int/database/record/93FF87C5-5D5D-B150-2A0F-5D3AF67E77C9,5543,230168,7.518889345,0.240883141
IOT,642270.8732,68.95284624,642744.6863,68.952846,100,99.9262848,na,na,0,na,642271,69,100.0000003,99.92628284
IRL,9944.416816,10122.65951,426441.7422,70128.37704,14.4344702,2.3319521,14,1.4,5,https://www.cbd.int/doc/world/ie/ie-nr-05-en.pdf,9944,10123,14.43446995,2.331952019
IRN,1808.644138,140225.7781,224800.6295,1627857.17,8.6141329,0.8045548,10.4,na,5,https://www.cbd.int/doc/world/ir/ir-nr-05-en.pdf,1809,140226,8.614132779,0.804554748
IRQ,0,6713.746023,595.830425,437830.5052,1.5334121,0,na,na,0,na, -   ,6714,1.533412118,0
ISL,3215.918495,21263.01972,752783.5116,102301.7663,20.7846069,0.4272036,na,na,0,https://chm.cbd.int/database/record/BF781FE9-A0CB-A201-0EAA-F59EC1EC1EFA,3216,21263,20.78460664,0.427203631
ISR,11.84029178,5132.611984,27855.0403,20958.0329,24.4899502,0.0425068,21,na,5,https://www.cbd.int/doc/world/il/il-nr-05-en.pdf,12,5133,24.48995098,0.04250682
ITA,57183.44071,65017.20351,538880.953,301335.3097,21.5763645,10.611516,21,19.1,6,https://chm.cbd.int/database/record/075ADA4C-96AD-4864-9C6C-D252F644A314,57183,65017,21.57636407,10.6115164
JAM,1902.00545,2211.945221,246488.4991,11058.94539,20.0014114,0.7716407,18,15,5,https://www.cbd.int/doc/world/jm/jm-nr-05-en.pdf,1902,2212,20.00141191,0.771640647
JEY,185.0337598,22.23073646,2962.105951,125.218467,17.753561,6.246696,na,na,0,na,185,22,17.75356063,6.246696196
JOR,0.919866622,4014.746577,93.665949,89689.84024,4.4762559,0.9820715,1.6,25,6,https://chm.cbd.int/database/record/E3AD5C2C-E18B-0515-2B13-B5906FB9C971,1,4015,4.476255691,0.982071533
JPN,561310.1695,111289.6808,4040612.297,374092.7945,29.749218,13.8917103,na,8.3,6,https://chm.cbd.int/database/record/134290A2-76E8-AF7A-E322-14E20399677D,561310,111290,29.74921797,13.89171067
KAZ,60409.56045,272794.8573,119085.0237,2719827.869,10.0298576,50.7280922,8.96,na,6,https://chm.cbd.int/database/record/104097C9-32D6-85B6-4630-6D69CC6DC2EF,60410,272795,10.02985742,50.72809206
KEN,822.1263791,71533.97293,112400.4482,586770.0015,12.191143,0.7314262,8,na,5,https://www.cbd.int/doc/world/ke/ke-nr-05-en.pdf,822,71534,12.19114351,0.731426246
KGZ,0,13408.46178,0,199957.0236,6.7056718,0,7.38,na,6,https://chm.cbd.int/database/record/411B9A5E-1A4D-858E-3E40-643E17C4E9CC, -   ,13408,6.70567182,0
KHM,691.4698477,72527.31997,47966.8519,182510.8526,39.738636,1.4415576,18,na,5,https://www.cbd.int/doc/world/kh/kh-nr-05-en.pdf,691,72527,39.73863414,1.441557701
KIR,408701.9397,230.8857269,3459130.413,1032.564654,22.3604145,11.8151646,na,na,0,na,408702,231,22.36041356,11.81516424
KNA,408.2106035,62.0143713,10262.9088,270.825058,22.8983135,3.9775331,na,na,6,https://chm.cbd.int/database/record/C0A7116F-F642-2089-08C4-81605C16F1BC,408,62,22.89831368,3.977533186
KOR,7979.394202,16916.63597,324993.7978,99712.88376,16.9653454,2.455245,11.57,1.4,6,https://chm.cbd.int/database/record/37C38AFC-AF9F-168E-B555-2EBA21CF2DCD,7979,16917,16.96534623,2.455245071
KWT,162.2891335,2979.114917,11895.81217,17417.87587,17.1037788,1.3642544,20,3,5,https://www.cbd.int/doc/world/kw/kw-nr-05-ar.pdf,162,2979,17.10377855,1.364254337
LAO,0,43858.37199,0,231276.1399,18.9636383,0,18,na,0,na, -   ,43858,18.96363889,0
LBN,43.51637319,195.2388376,19315.84107,10329.04876,1.8901918,0.2252885,na,na,0,na,44,195,1.890191848,0.225288524
LBR,256.0496242,3916.592975,247767.6811,96634.42399,4.053,0.1033426,na,na,5,https://www.cbd.int/doc/world/lr/lr-nr-05-en.pdf,256,3917,4.052999763,0.103342624
LBY,2267.908302,2084.166442,357895.3125,1622615.431,0.1284449,0.6336793,na,na,0,na,2268,2084,0.12844488,0.633679241
LCA,34.00703606,116.6535272,15560.30791,622.311137,18.7452087,0.2185499,na,na,0,na,34,117,18.74520963,0.218549892
LIE,0,71.22333416,0,167.064349,42.6322746,0,12.3,0,5,https://www.cbd.int/doc/world/li/li-nr-05-en.pdf, -   ,71,42.63227588,0
LKA,398.5644257,19897.4988,534085.0497,66631.50337,29.8619995,0.0746256,28,na,5,https://www.cbd.int/doc/world/lk/lk-nr-05-en.pdf,399,19897,29.8619989,0.074625647
LSO,0,6496.515186,0,30494.99377,21.3035469,0,na,na,0,na, -   ,6497,21.30354653,0
LTU,1567.706434,11047.50345,6125.653875,64696.51583,17.0758858,25.5924759,na,na,0,na,1568,11048,17.07588624,25.59247495
LUX,0,1452.583206,0,2603.081524,55.8024483,0,27,na,6,https://chm.cbd.int/database/record/7C393CC4-D665-CE1D-B971-CD4271602FB8, -   ,1453,55.80244768,0
LVA,4632.072724,11728.68149,28879.55287,64501.94768,18.1834526,16.0392818,17,na,5,https://www.cbd.int/doc/world/lv/lv-nr-05-en.pdf,4632,11729,18.18345323,16.0392813
MAF,1030.536169,7.609070573,1068.741983,59.578286,12.7715502,96.4251633,na,na,0,na,1031,8,12.77154998,96.42516018
MAR,1865.636983,8963.088041,276136.4075,407280.495,2.2007163,0.6756215,16.2,na,6,https://chm.cbd.int/database/record/650BA56F-8B7E-91A7-6622-56AEEEDD28CE,1957,134921,33.12724416,0.708845164
MCO,283.4049511,0.162391347,284.22031,1.595194,10.1800375,99.7131271,na,na,5,https://www.cbd.int/doc/world/mc/mc-nr-05-fr.pdf,283,0,10.18003745,99.71312435
MDA,0,3882.255077,0,33963.76161,11.4305801,0,5.8,0,6,https://chm.cbd.int/database/record/7320428F-D31E-FD33-F7FE-48CC53E2EB23, -   ,3882,11.4305804,0
MDG,11017.95793,44521.09838,1205824.849,594718.7259,7.4860764,0.9137279,na,na,5,https://www.cbd.int/doc/world/mg/mg-nr-05-en.pdf,11018,44521,7.486076432,0.913727889
MDV,623.3012909,6.999288611,922109.9914,304.666095,2.2973638,0.0675951,na,na,5,https://www.cbd.int/doc/world/mv/mv-nr-05-en.pdf,623,7,2.297363811,0.067595113
MEX,708027.4661,286891.1069,3284659.67,1965284.828,14.5979404,21.5555801,12.9,21,6,https://www.cbd.int/doc/world/mx/mx-nr-05-es.pdf,708027,286891,14.59794035,21.55558071
MHL,5388.396257,33.59372311,2004587.264,281.928035,11.9157085,0.2688033,16,18,5,na,5388,34,11.9157086,0.268803277
MKD,0,3916.65487,0,25443.14057,15.3937559,0,na,0,0,na, -   ,3917,15.39375557,0
MLI,0,94591.23869,0,1256684.114,7.5270495,0,na,na,0,na, -   ,94591,7.527049767,0
MLT,4146.582272,99.55740053,55696.65564,324.970466,30.6358299,7.4449396,13,na,5,https://www.cbd.int/doc/world/mt/mt-nr-05-en.pdf,4147,100,30.63583031,7.44493942
MMR,2456.796056,44288.96636,514147.2175,673078.5676,6.5800591,0.477839,8.7,na,6,https://chm.cbd.int/database/record/F7636AF4-F0E7-CAAE-ED0A-CE0E9F3A7F9C,2457,44289,6.580058925,0.477839026
MNE,43.25045979,1918.14915,7459.237226,13847.56188,13.8518906,0.5798241,9.05,na,5,https://www.cbd.int/doc/world/me/me-nr-05-en.pdf,43,1918,13.8518908,0.579824163
MNG,0,310015.5246,0,1565864.159,19.7983665,0,17.4,0,5,https://www.cbd.int/doc/world/mn/mn-nr-05-en.pdf, -   ,310016,19.79836647,0
MNP,256517.6544,38.38923116,773667.8566,501.224059,7.6590958,33.156044,na,na,na,na,256518,38,7.659095861,33.15604393
MOZ,12326.33722,233248.9061,574409.6184,791081.8731,29.4848003,2.1459141,26,na,5,https://www.cbd.int/doc/world/mz/mz-nr-05-en.pdf,12326,233249,29.48479974,2.145914139
MRT,6487.581023,6507.878451,156197.8626,1046302.522,0.6219882,4.1534376,na,na,5,https://www.cbd.int/doc/world/mr/mr-nr-05-fr.pdf,6488,6508,0.621988222,4.153437772
MSR,0.003677179,11.18234508,7628.258983,100.664381,11.1085424,0.0000482,na,na,na,na,0,11,11.10854203,0.0000482047
MTQ,47904.2096,926.0425469,47644.30608,1149.925062,80.5306854,100.5455093,na,na,na,na,47904,926,80.53068652,100
MUS,49.64392017,97.46029078,1280068.317,2062.481937,4.725389,0.0038782,7.6,na,5,https://www.cbd.int/doc/world/mu/mu-nr-05-en.pdf,50,97,4.725388816,0.003878224
MWI,0,27190.40931,0,118859.7323,22.8760471,0,na,na,5,https://www.cbd.int/doc/world/mw/mw-nr-05-en.pdf, -   ,27190,22.8760479,0
MYS,25099.33998,44204.65264,451741.5382,331700.5726,13.3266735,5.5561285,na,1.4,5,https://www.cbd.int/doc/world/my/my-nr-05-en.pdf,25099,44205,13.3266736,5.556128416
MYT,68763.82073,79.53879803,63362.33751,396.377408,20.066431,108.5247574,na,na,0,na,68764,80,20.06643074,100
NAM,9646.27499,313534.3569,562727.6243,827465.4339,37.8909302,1.7141997,16.7,na,5,https://www.cbd.int/doc/world/na/na-nr-05-en.pdf,9646,313534,37.89093104,1.714199654
NCL,1320501.093,11419.19727,1371803.153,19141.03171,59.6582108,96.2602463,na,na,na,na,1320501,11419,59.65821197,96.26024627
NER,0,216586.306,0,1190098.655,18.1990204,0,15.21,0,6,https://chm.cbd.int/database/record/AB3C2537-889F-115F-3B85-E42EA3C3B1EC, -   ,216586,18.19902115,0
NFK,3.23668389,3.701397087,432638.0836,42.778966,8.6523762,0.0007481,na,na,na,na,3,4,8.652376233,0.000748127
NGA,30.5559788,127332.2043,182868.1867,914306.1122,13.9266491,0.0167093,6,na,5,https://www.cbd.int/doc/world/ng/ng-nr-05-en.pdf,31,127332,13.92664914,0.016709292
