site_id,iso3,method,yr_ass,
140115,GBR,Common Standards Monitoring,2013,
140582,GBR,Common Standards Monitoring,2013,
146255,GBR,Common Standards Monitoring,2013,
138131,GBR,Common Standards Monitoring,2013,
138165,GBR,Common Standards Monitoring,2013,
138160,GBR,Common Standards Monitoring,2013,
141132,GBR,Common Standards Monitoring,2013,
170029,GBR,Common Standards Monitoring,2013,
183423,GBR,Common Standards Monitoring,2013,
138197,GBR,Common Standards Monitoring,2013,
169767,GBR,Common Standards Monitoring,2013,
169870,GBR,Common Standards Monitoring,2013,
138224,GBR,Common Standards Monitoring,2013,
170046,GBR,Common Standards Monitoring,2013,
170065,GBR,Common Standards Monitoring,2013,
170219,GBR,Common Standards Monitoring,2013,
138235,GBR,Common Standards Monitoring,2013,
140603,GBR,Common Standards Monitoring,2013,
169852,GBR,Common Standards Monitoring,2013,
169714,GBR,Common Standards Monitoring,2013,
174676,GBR,Common Standards Monitoring,2013,
138244,GBR,Common Standards Monitoring,2013,
138262,GBR,Common Standards Monitoring,2013,
136366,GBR,Common Standards Monitoring,2013,
169636,GBR,Common Standards Monitoring,2013,
170188,GBR,Common Standards Monitoring,2013,
174696,GBR,Common Standards Monitoring,2013,
138274,GBR,Common Standards Monitoring,2013,
140710,GBR,Common Standards Monitoring,2013,
138772,GBR,Common Standards Monitoring,2013,
174670,GBR,Common Standards Monitoring,2013,
169840,GBR,Common Standards Monitoring,2013,
170126,GBR,Common Standards Monitoring,2013,
138780,GBR,Common Standards Monitoring,2013,
174685,GBR,Common Standards Monitoring,2013,
174645,GBR,Common Standards Monitoring,2013,
138831,GBR,Common Standards Monitoring,2013,
138889,GBR,Common Standards Monitoring,2013,
137243,GBR,Common Standards Monitoring,2013,
139979,GBR,Common Standards Monitoring,2013,
140002,GBR,Common Standards Monitoring,2013,
136391,GBR,Common Standards Monitoring,2013,
140005,GBR,Common Standards Monitoring,2013,
137074,GBR,Common Standards Monitoring,2013,
140947,GBR,Common Standards Monitoring,2013,
140039,GBR,Common Standards Monitoring,2013,
136211,GBR,Common Standards Monitoring,2013,
136411,GBR,Common Standards Monitoring,2013,
138931,GBR,Common Standards Monitoring,2013,
136222,GBR,Common Standards Monitoring,2013,
136254,GBR,Common Standards Monitoring,2013,
136281,GBR,Common Standards Monitoring,2013,
136279,GBR,Common Standards Monitoring,2013,
136314,GBR,Common Standards Monitoring,2013,
136322,GBR,Common Standards Monitoring,2013,
136401,GBR,Common Standards Monitoring,2013,
136462,GBR,Common Standards Monitoring,2013,
136437,GBR,Common Standards Monitoring,2013,
136455,GBR,Common Standards Monitoring,2013,
138935,GBR,Common Standards Monitoring,2013,
328955,GBR,Common Standards Monitoring,2013,
136480,GBR,Common Standards Monitoring,2013,
136769,GBR,Common Standards Monitoring,2013,
140705,GBR,Common Standards Monitoring,2013,
136486,GBR,Common Standards Monitoring,2013,
136755,GBR,Common Standards Monitoring,2013,
136779,GBR,Common Standards Monitoring,2013,
138347,GBR,Common Standards Monitoring,2013,
138452,GBR,Common Standards Monitoring,2013,
136793,GBR,Common Standards Monitoring,2013,
136813,GBR,Common Standards Monitoring,2013,
140660,GBR,Common Standards Monitoring,2013,
138552,GBR,Common Standards Monitoring,2013,
136841,GBR,Common Standards Monitoring,2013,
136853,GBR,Common Standards Monitoring,2013,
140646,GBR,Common Standards Monitoring,2013,
138570,GBR,Common Standards Monitoring,2013,
140653,GBR,Common Standards Monitoring,2013,
138576,GBR,Common Standards Monitoring,2013,
138640,GBR,Common Standards Monitoring,2013,
141131,GBR,Common Standards Monitoring,2013,
138666,GBR,Common Standards Monitoring,2013,
140669,GBR,Common Standards Monitoring,2013,
140670,GBR,Common Standards Monitoring,2013,
140096,GBR,Common Standards Monitoring,2013,
140830,GBR,Common Standards Monitoring,2013,
140120,GBR,Common Standards Monitoring,2013,
140698,GBR,Common Standards Monitoring,2013,
140699,GBR,Common Standards Monitoring,2013,
140156,GBR,Common Standards Monitoring,2013,
140182,GBR,Common Standards Monitoring,2013,
140706,GBR,Common Standards Monitoring,2013,
140707,GBR,Common Standards Monitoring,2013,
140836,GBR,Common Standards Monitoring,2013,
140734,GBR,Common Standards Monitoring,2013,
140724,GBR,Common Standards Monitoring,2013,
140811,GBR,Common Standards Monitoring,2013,
140831,GBR,Common Standards Monitoring,2013,
140944,GBR,Common Standards Monitoring,2013,
140945,GBR,Common Standards Monitoring,2013,
140837,GBR,Common Standards Monitoring,2013,
140829,GBR,Common Standards Monitoring,2013,
140835,GBR,Common Standards Monitoring,2013,
140832,GBR,Common Standards Monitoring,2013,
137227,GBR,Common Standards Monitoring,2013,
137288,GBR,Common Standards Monitoring,2013,
140853,GBR,Common Standards Monitoring,2013,
140833,GBR,Common Standards Monitoring,2013,
140834,GBR,Common Standards Monitoring,2013,
140852,GBR,Common Standards Monitoring,2013,
137193,GBR,Common Standards Monitoring,2013,
137208,GBR,Common Standards Monitoring,2013,
140867,GBR,Common Standards Monitoring,2013,
140868,GBR,Common Standards Monitoring,2013,
140869,GBR,Common Standards Monitoring,2013,
137491,GBR,Common Standards Monitoring,2013,
140870,GBR,Common Standards Monitoring,2013,
137572,GBR,Common Standards Monitoring,2013,
137637,GBR,Common Standards Monitoring,2013,
138032,GBR,Common Standards Monitoring,2013,
138033,GBR,Common Standards Monitoring,2013,
169921,GBR,Common Standards Monitoring,2013,
146252,GBR,Common Standards Monitoring,2013,
141161,GBR,Common Standards Monitoring,2013,
169911,GBR,Common Standards Monitoring,2013,
170209,GBR,Common Standards Monitoring,2013,
137354,GBR,Common Standards Monitoring,2013,
140283,GBR,Common Standards Monitoring,2013,
169968,GBR,Common Standards Monitoring,2013,
138407,GBR,Common Standards Monitoring,2013,
137140,GBR,Common Standards Monitoring,2013,
140812,GBR,Common Standards Monitoring,2013,
141113,GBR,Common Standards Monitoring,2013,
141041,GBR,Common Standards Monitoring,2013,
169818,GBR,Common Standards Monitoring,2013,
140452,GBR,Common Standards Monitoring,2013,
136223,GBR,Common Standards Monitoring,2013,
136341,GBR,Common Standards Monitoring,2013,
169910,GBR,Common Standards Monitoring,2013,
138587,GBR,Common Standards Monitoring,2013,
138615,GBR,Common Standards Monitoring,2013,
140291,GBR,Common Standards Monitoring,2013,
141139,GBR,Common Standards Monitoring,2013,
140655,GBR,Common Standards Monitoring,2013,
141126,GBR,Common Standards Monitoring,2013,
146244,GBR,Common Standards Monitoring,2013,
141125,GBR,Common Standards Monitoring,2013,
183413,GBR,Common Standards Monitoring,2013,
141030,GBR,Common Standards Monitoring,2013,
136630,GBR,Common Standards Monitoring,2013,
170071,GBR,Common Standards Monitoring,2013,
137585,GBR,Common Standards Monitoring,2013,
141119,GBR,Common Standards Monitoring,2013,
136317,GBR,Common Standards Monitoring,2013,
136328,GBR,Common Standards Monitoring,2013,
141088,GBR,Common Standards Monitoring,2013,
137986,GBR,Common Standards Monitoring,2013,
141122,GBR,Common Standards Monitoring,2013,
170093,GBR,Common Standards Monitoring,2013,
140951,GBR,Common Standards Monitoring,2013,
141044,GBR,Common Standards Monitoring,2013,
169759,GBR,Common Standards Monitoring,2013,
170100,GBR,Common Standards Monitoring,2013,
170162,GBR,Common Standards Monitoring,2013,
169691,GBR,Common Standards Monitoring,2013,
169854,GBR,Common Standards Monitoring,2013,
169919,GBR,Common Standards Monitoring,2013,
135356,GBR,Common Standards Monitoring,2013,
170245,GBR,Common Standards Monitoring,2013,
169688,GBR,Common Standards Monitoring,2013,
170222,GBR,Common Standards Monitoring,2013,
146270,GBR,Common Standards Monitoring,2013,
137857,GBR,Common Standards Monitoring,2013,
135726,GBR,Common Standards Monitoring,2013,
170121,GBR,Common Standards Monitoring,2013,
141147,GBR,Common Standards Monitoring,2013,
169971,GBR,Common Standards Monitoring,2013,
170079,GBR,Common Standards Monitoring,2013,
169942,GBR,Common Standards Monitoring,2013,
170081,GBR,Common Standards Monitoring,2013,
146273,GBR,Common Standards Monitoring,2013,
146250,GBR,Common Standards Monitoring,2013,
141155,GBR,Common Standards Monitoring,2013,
146256,GBR,Common Standards Monitoring,2013,
135342,GBR,Common Standards Monitoring,2013,
135160,GBR,Common Standards Monitoring,2013,
135219,GBR,Common Standards Monitoring,2013,
170102,GBR,Common Standards Monitoring,2013,
170114,GBR,Common Standards Monitoring,2013,
170066,GBR,Common Standards Monitoring,2013,
169805,GBR,Common Standards Monitoring,2013,
146272,GBR,Common Standards Monitoring,2013,
169846,GBR,Common Standards Monitoring,2013,
169990,GBR,Common Standards Monitoring,2013,
170073,GBR,Common Standards Monitoring,2013,
146715,GBR,Common Standards Monitoring,2013,
146716,GBR,Common Standards Monitoring,2013,
169769,GBR,Common Standards Monitoring,2013,
169937,GBR,Common Standards Monitoring,2013,
169975,GBR,Common Standards Monitoring,2013,
169889,GBR,Common Standards Monitoring,2013,
169794,GBR,Common Standards Monitoring,2013,
146595,GBR,Common Standards Monitoring,2013,
170057,GBR,Common Standards Monitoring,2013,
169979,GBR,Common Standards Monitoring,2013,
146262,GBR,Common Standards Monitoring,2013,
170138,GBR,Common Standards Monitoring,2013,
169916,GBR,Common Standards Monitoring,2013,
169909,GBR,Common Standards Monitoring,2013,
174655,GBR,Common Standards Monitoring,2013,
146283,GBR,Common Standards Monitoring,2013,
146274,GBR,Common Standards Monitoring,2013,
136119,GBR,Common Standards Monitoring,2013,
170010,GBR,Common Standards Monitoring,2013,
169780,GBR,Common Standards Monitoring,2013,
141118,GBR,Common Standards Monitoring,2013,
170082,GBR,Common Standards Monitoring,2013,
141150,GBR,Common Standards Monitoring,2013,
139887,GBR,Common Standards Monitoring,2013,
169992,GBR,Common Standards Monitoring,2013,
170195,GBR,Common Standards Monitoring,2013,
169984,GBR,Common Standards Monitoring,2013,
141130,GBR,Common Standards Monitoring,2013,
169875,GBR,Common Standards Monitoring,2013,
169905,GBR,Common Standards Monitoring,2013,
183419,GBR,Common Standards Monitoring,2013,
170147,GBR,Common Standards Monitoring,2013,
146571,GBR,Common Standards Monitoring,2013,
137929,GBR,Common Standards Monitoring,2013,
170094,GBR,Common Standards Monitoring,2013,
141144,GBR,Common Standards Monitoring,2013,
146267,GBR,Common Standards Monitoring,2013,
137670,GBR,Common Standards Monitoring,2013,
135685,GBR,Common Standards Monitoring,2013,
169895,GBR,Common Standards Monitoring,2013,
146246,GBR,Common Standards Monitoring,2013,
170171,GBR,Common Standards Monitoring,2013,
136016,GBR,Common Standards Monitoring,2013,
135308,GBR,Common Standards Monitoring,2013,
138476,GBR,Common Standards Monitoring,2013,
169653,GBR,Common Standards Monitoring,2013,
135432,GBR,Common Standards Monitoring,2013,
136021,GBR,Common Standards Monitoring,2013,
135630,GBR,Common Standards Monitoring,2013,
135019,GBR,Common Standards Monitoring,2013,
141129,GBR,Common Standards Monitoring,2013,
141120,GBR,Common Standards Monitoring,2013,
141142,GBR,Common Standards Monitoring,2013,
141075,GBR,Common Standards Monitoring,2013,
135241,GBR,Common Standards Monitoring,2013,
136022,GBR,Common Standards Monitoring,2013,
169675,GBR,Common Standards Monitoring,2013,
146570,GBR,Common Standards Monitoring,2013,
170077,GBR,Common Standards Monitoring,2013,
170072,GBR,Common Standards Monitoring,2013,
170080,GBR,Common Standards Monitoring,2013,
137305,GBR,Common Standards Monitoring,2013,
136167,GBR,Common Standards Monitoring,2013,
169758,GBR,Common Standards Monitoring,2013,
169644,GBR,Common Standards Monitoring,2013,
169824,GBR,Common Standards Monitoring,2013,
169730,GBR,Common Standards Monitoring,2013,
170118,GBR,Common Standards Monitoring,2013,
170191,GBR,Common Standards Monitoring,2013,
174719,GBR,Common Standards Monitoring,2013,
169645,GBR,Common Standards Monitoring,2013,
169976,GBR,Common Standards Monitoring,2013,
141136,GBR,Common Standards Monitoring,2013,
170155,GBR,Common Standards Monitoring,2013,
135509,GBR,Common Standards Monitoring,2013,
141151,GBR,Common Standards Monitoring,2013,
141138,GBR,Common Standards Monitoring,2013,
135320,GBR,Common Standards Monitoring,2013,
136111,GBR,Common Standards Monitoring,2013,
141124,GBR,Common Standards Monitoring,2013,
169801,GBR,Common Standards Monitoring,2013,
169750,GBR,Common Standards Monitoring,2013,
169768,GBR,Common Standards Monitoring,2013,
141086,GBR,Common Standards Monitoring,2013,
141084,GBR,Common Standards Monitoring,2013,
141082,GBR,Common Standards Monitoring,2013,
141080,GBR,Common Standards Monitoring,2013,
141083,GBR,Common Standards Monitoring,2013,
141106,GBR,Common Standards Monitoring,2013,
146254,GBR,Common Standards Monitoring,2013,
169943,GBR,Common Standards Monitoring,2013,
140662,GBR,Common Standards Monitoring,2013,
141107,GBR,Common Standards Monitoring,2013,
169674,GBR,Common Standards Monitoring,2013,
169779,GBR,Common Standards Monitoring,2013,
170112,GBR,Common Standards Monitoring,2013,
170113,GBR,Common Standards Monitoring,2013,
170022,GBR,Common Standards Monitoring,2013,
170139,GBR,Common Standards Monitoring,2013,
170190,GBR,Common Standards Monitoring,2013,
169974,GBR,Common Standards Monitoring,2013,
141108,GBR,Common Standards Monitoring,2013,
169856,GBR,Common Standards Monitoring,2013,
169936,GBR,Common Standards Monitoring,2013,
170090,GBR,Common Standards Monitoring,2013,
170125,GBR,Common Standards Monitoring,2013,
169756,GBR,Common Standards Monitoring,2013,
170064,GBR,Common Standards Monitoring,2013,
141109,GBR,Common Standards Monitoring,2013,
169970,GBR,Common Standards Monitoring,2013,
141085,GBR,Common Standards Monitoring,2013,
170058,GBR,Common Standards Monitoring,2013,
141111,GBR,Common Standards Monitoring,2013,
141112,GBR,Common Standards Monitoring,2013,
141089,GBR,Common Standards Monitoring,2013,
141090,GBR,Common Standards Monitoring,2013,
141091,GBR,Common Standards Monitoring,2013,
141093,GBR,Common Standards Monitoring,2013,
141095,GBR,Common Standards Monitoring,2013,
141096,GBR,Common Standards Monitoring,2013,
141105,GBR,Common Standards Monitoring,2013,
141098,GBR,Common Standards Monitoring,2013,
141104,GBR,Common Standards Monitoring,2013,
170130,GBR,Common Standards Monitoring,2013,
141099,GBR,Common Standards Monitoring,2013,
141101,GBR,Common Standards Monitoring,2013,
141100,GBR,Common Standards Monitoring,2013,
141097,GBR,Common Standards Monitoring,2013,
138661,GBR,Common Standards Monitoring,2013,
146597,GBR,Common Standards Monitoring,2013,
170050,GBR,Common Standards Monitoring,2013,
169652,GBR,Common Standards Monitoring,2013,
139891,GBR,Common Standards Monitoring,2013,
169826,GBR,Common Standards Monitoring,2013,
170135,GBR,Common Standards Monitoring,2013,
169790,GBR,Common Standards Monitoring,2013,
170131,GBR,Common Standards Monitoring,2013,
170137,GBR,Common Standards Monitoring,2013,
169806,GBR,Common Standards Monitoring,2013,
170148,GBR,Common Standards Monitoring,2013,
170024,GBR,Common Standards Monitoring,2013,
169844,GBR,Common Standards Monitoring,2013,
169649,GBR,Common Standards Monitoring,2013,
170136,GBR,Common Standards Monitoring,2013,
169712,GBR,Common Standards Monitoring,2013,
169795,GBR,Common Standards Monitoring,2013,
170123,GBR,Common Standards Monitoring,2013,
169914,GBR,Common Standards Monitoring,2013,
169946,GBR,Common Standards Monitoring,2013,
170218,GBR,Common Standards Monitoring,2013,
170229,GBR,Common Standards Monitoring,2013,
169711,GBR,Common Standards Monitoring,2013,
170159,GBR,Common Standards Monitoring,2013,
170089,GBR,Common Standards Monitoring,2013,
169727,GBR,Common Standards Monitoring,2013,
170217,GBR,Common Standards Monitoring,2013,
170055,GBR,Common Standards Monitoring,2013,
169678,GBR,Common Standards Monitoring,2013,
170228,GBR,Common Standards Monitoring,2013,
169995,GBR,Common Standards Monitoring,2013,
169901,GBR,Common Standards Monitoring,2013,
169847,GBR,Common Standards Monitoring,2013,
170214,GBR,Common Standards Monitoring,2013,
169986,GBR,Common Standards Monitoring,2013,
169702,GBR,Common Standards Monitoring,2013,
146718,GBR,Common Standards Monitoring,2013,
169713,GBR,Common Standards Monitoring,2013,
169973,GBR,Common Standards Monitoring,2013,
169867,GBR,Common Standards Monitoring,2013,
170164,GBR,Common Standards Monitoring,2013,
170178,GBR,Common Standards Monitoring,2013,
169745,GBR,Common Standards Monitoring,2013,
170238,GBR,Common Standards Monitoring,2013,
169748,GBR,Common Standards Monitoring,2013,
139964,GBR,Common Standards Monitoring,2013,
169899,GBR,Common Standards Monitoring,2013,
169747,GBR,Common Standards Monitoring,2013,
169681,GBR,Common Standards Monitoring,2013,
555545521,GBR,Common Standards Monitoring,2013,
170153,GBR,Common Standards Monitoring,2013,
169894,GBR,Common Standards Monitoring,2013,
169907,GBR,Common Standards Monitoring,2013,
169865,GBR,Common Standards Monitoring,2013,
140539,GBR,Common Standards Monitoring,2013,
169954,GBR,Common Standards Monitoring,2013,
169940,GBR,Common Standards Monitoring,2013,
169657,GBR,Common Standards Monitoring,2013,
170083,GBR,Common Standards Monitoring,2013,
169944,GBR,Common Standards Monitoring,2013,
170140,GBR,Common Standards Monitoring,2013,
170056,GBR,Common Standards Monitoring,2013,
169680,GBR,Common Standards Monitoring,2013,
139031,GBR,Common Standards Monitoring,2013,
170154,GBR,Common Standards Monitoring,2013,
169996,GBR,Common Standards Monitoring,2013,
169839,GBR,Common Standards Monitoring,2013,
169793,GBR,Common Standards Monitoring,2013,
170174,GBR,Common Standards Monitoring,2013,
169823,GBR,Common Standards Monitoring,2013,
170062,GBR,Common Standards Monitoring,2013,
170213,GBR,Common Standards Monitoring,2013,
170021,GBR,Common Standards Monitoring,2013,
193739,GBR,Common Standards Monitoring,2013,
169849,GBR,Common Standards Monitoring,2013,
170004,GBR,Common Standards Monitoring,2013,
170108,GBR,Common Standards Monitoring,2013,
174663,GBR,Common Standards Monitoring,2013,
170037,GBR,Common Standards Monitoring,2013,
169814,GBR,Common Standards Monitoring,2013,
170017,GBR,Common Standards Monitoring,2013,
136402,GBR,Common Standards Monitoring,2013,
169969,GBR,Common Standards Monitoring,2013,
170014,GBR,Common Standards Monitoring,2013,
169659,GBR,Common Standards Monitoring,2013,
170124,GBR,Common Standards Monitoring,2013,
169808,GBR,Common Standards Monitoring,2013,
170059,GBR,Common Standards Monitoring,2013,
170183,GBR,Common Standards Monitoring,2013,
174703,GBR,Common Standards Monitoring,2013,
169647,GBR,Common Standards Monitoring,2013,
169967,GBR,Common Standards Monitoring,2013,
170132,GBR,Common Standards Monitoring,2013,
169993,GBR,Common Standards Monitoring,2013,
170200,GBR,Common Standards Monitoring,2013,
170199,GBR,Common Standards Monitoring,2013,
170163,GBR,Common Standards Monitoring,2013,
137512,GBR,Common Standards Monitoring,2013,
170239,GBR,Common Standards Monitoring,2013,
169917,GBR,Common Standards Monitoring,2013,
170240,GBR,Common Standards Monitoring,2013,
170184,GBR,Common Standards Monitoring,2013,
169939,GBR,Common Standards Monitoring,2013,
169729,GBR,Common Standards Monitoring,2013,
169679,GBR,Common Standards Monitoring,2013,
169771,GBR,Common Standards Monitoring,2013,
170087,GBR,Common Standards Monitoring,2013,
169829,GBR,Common Standards Monitoring,2013,
169888,GBR,Common Standards Monitoring,2013,
170226,GBR,Common Standards Monitoring,2013,
169947,GBR,Common Standards Monitoring,2013,
169695,GBR,Common Standards Monitoring,2013,
169701,GBR,Common Standards Monitoring,2013,
170101,GBR,Common Standards Monitoring,2013,
170115,GBR,Common Standards Monitoring,2013,
170095,GBR,Common Standards Monitoring,2013,
169736,GBR,Common Standards Monitoring,2013,
169926,GBR,Common Standards Monitoring,2013,
169655,GBR,Common Standards Monitoring,2013,
169807,GBR,Common Standards Monitoring,2013,
169978,GBR,Common Standards Monitoring,2013,
169900,GBR,Common Standards Monitoring,2013,
170028,GBR,Common Standards Monitoring,2013,
169991,GBR,Common Standards Monitoring,2013,
170110,GBR,Common Standards Monitoring,2013,
169703,GBR,Common Standards Monitoring,2013,
169704,GBR,Common Standards Monitoring,2013,
183417,GBR,Common Standards Monitoring,2013,
183426,GBR,Common Standards Monitoring,2013,
174680,GBR,Common Standards Monitoring,2013,
183420,GBR,Common Standards Monitoring,2013,
174661,GBR,Common Standards Monitoring,2013,
174715,GBR,Common Standards Monitoring,2013,
174649,GBR,Common Standards Monitoring,2013,
174721,GBR,Common Standards Monitoring,2013,
174651,GBR,Common Standards Monitoring,2013,
183441,GBR,Common Standards Monitoring,2013,
183443,GBR,Common Standards Monitoring,2013,
183442,GBR,Common Standards Monitoring,2013,
183444,GBR,Common Standards Monitoring,2013,
193735,GBR,Common Standards Monitoring,2013,
193736,GBR,Common Standards Monitoring,2013,
193740,GBR,Common Standards Monitoring,2013,
193733,GBR,Common Standards Monitoring,2013,
328960,GBR,Common Standards Monitoring,2013,
328961,GBR,Common Standards Monitoring,2013,
328962,GBR,Common Standards Monitoring,2013,
328963,GBR,Common Standards Monitoring,2013,
328964,GBR,Common Standards Monitoring,2013,
341128,GBR,Common Standards Monitoring,2013,
328956,GBR,Common Standards Monitoring,2013,
193732,GBR,Common Standards Monitoring,2013,
193734,GBR,Common Standards Monitoring,2013,
328957,GBR,Common Standards Monitoring,2013,
555561732,GBR,Common Standards Monitoring,2013,
328958,GBR,Common Standards Monitoring,2013,
328959,GBR,Common Standards Monitoring,2013,
341129,GBR,Common Standards Monitoring,2013,
555545628,GBR,Common Standards Monitoring,2013,
555545630,GBR,Common Standards Monitoring,2013,
555545694,GBR,Common Standards Monitoring,2013,
555545714,GBR,Common Standards Monitoring,2013,
555545717,GBR,Common Standards Monitoring,2013,
555545721,GBR,Common Standards Monitoring,2013,
555545731,GBR,Common Standards Monitoring,2013,
555545734,GBR,Common Standards Monitoring,2013,
555545735,GBR,Common Standards Monitoring,2013,
555545748,GBR,Common Standards Monitoring,2013,
555545749,GBR,Common Standards Monitoring,2013,
555545750,GBR,Common Standards Monitoring,2013,
555545751,GBR,Common Standards Monitoring,2013,
555561733,GBR,Common Standards Monitoring,2013,
555545752,GBR,Common Standards Monitoring,2013,
555545753,GBR,Common Standards Monitoring,2013,
555545754,GBR,Common Standards Monitoring,2013,
555545755,GBR,Common Standards Monitoring,2013,
555561734,GBR,Common Standards Monitoring,2013,
555561735,GBR,Common Standards Monitoring,2013,
555561736,GBR,Common Standards Monitoring,2013,
555561737,GBR,Common Standards Monitoring,2013,
555561738,GBR,Common Standards Monitoring,2013,
555561739,GBR,Common Standards Monitoring,2013,
555561740,GBR,Common Standards Monitoring,2013,
555561741,GBR,Common Standards Monitoring,2013,
555561742,GBR,Common Standards Monitoring,2013,
555561743,GBR,Common Standards Monitoring,2013,
555561748,GBR,Common Standards Monitoring,2013,
395284,GBR,Common Standards Monitoring,2013,
555561744,GBR,Common Standards Monitoring,2013,
555561745,GBR,Common Standards Monitoring,2013,
139968,GBR,Common Standards Monitoring,2013,
555561746,GBR,Common Standards Monitoring,2013,
193717,GBR,Common Standards Monitoring,2013,
139786,GBR,Common Standards Monitoring,2013,
139780,GBR,Common Standards Monitoring,2013,
555560506,GBR,Common Standards Monitoring,2013,
555561747,GBR,Common Standards Monitoring,2013,
139579,GBR,Common Standards Monitoring,2013,
139783,GBR,Common Standards Monitoring,2013,
139784,GBR,Common Standards Monitoring,2013,
555595674,GBR,Common Standards Monitoring,2013,
555595675,GBR,Common Standards Monitoring,2013,
555595676,GBR,Common Standards Monitoring,2013,
555595673,GBR,Common Standards Monitoring,2013,
183431,GBR,Common Standards Monitoring,2013,
169632,GBR,Common Standards Monitoring,2013,
169633,GBR,Common Standards Monitoring,2013,
139966,GBR,Common Standards Monitoring,2013,
174643,GBR,Common Standards Monitoring,2013,
139694,GBR,Common Standards Monitoring,2013,
138926,GBR,Common Standards Monitoring,2013,
139785,GBR,Common Standards Monitoring,2013,
169634,GBR,Common Standards Monitoring,2013,
555545413,GBR,Common Standards Monitoring,2013,
169637,GBR,Common Standards Monitoring,2013,
555560492,GBR,Common Standards Monitoring,2013,
183445,GBR,Common Standards Monitoring,2013,
183446,GBR,Common Standards Monitoring,2013,
138923,GBR,Common Standards Monitoring,2013,
138932,GBR,Common Standards Monitoring,2013,
139476,GBR,Common Standards Monitoring,2013,
139792,GBR,Common Standards Monitoring,2013,
138927,GBR,Common Standards Monitoring,2013,
138928,GBR,Common Standards Monitoring,2013,
138929,GBR,Common Standards Monitoring,2013,
138930,GBR,Common Standards Monitoring,2013,
138938,GBR,Common Standards Monitoring,2013,
138940,GBR,Common Standards Monitoring,2013,
138933,GBR,Common Standards Monitoring,2013,
138934,GBR,Common Standards Monitoring,2013,
174644,GBR,Common Standards Monitoring,2013,
139969,GBR,Common Standards Monitoring,2013,
139340,GBR,Common Standards Monitoring,2013,
139552,GBR,Common Standards Monitoring,2013,
139327,GBR,Common Standards Monitoring,2013,
139630,GBR,Common Standards Monitoring,2013,
193718,GBR,Common Standards Monitoring,2013,
138944,GBR,Common Standards Monitoring,2013,
138939,GBR,Common Standards Monitoring,2013,
138941,GBR,Common Standards Monitoring,2013,
138950,GBR,Common Standards Monitoring,2013,
138949,GBR,Common Standards Monitoring,2013,
169671,GBR,Common Standards Monitoring,2013,
138942,GBR,Common Standards Monitoring,2013,
138943,GBR,Common Standards Monitoring,2013,
138948,GBR,Common Standards Monitoring,2013,
138951,GBR,Common Standards Monitoring,2013,
174647,GBR,Common Standards Monitoring,2013,
138945,GBR,Common Standards Monitoring,2013,
138946,GBR,Common Standards Monitoring,2013,
138947,GBR,Common Standards Monitoring,2013,
138952,GBR,Common Standards Monitoring,2013,
138953,GBR,Common Standards Monitoring,2013,
138954,GBR,Common Standards Monitoring,2013,
138959,GBR,Common Standards Monitoring,2013,
138956,GBR,Common Standards Monitoring,2013,
193741,GBR,Common Standards Monitoring,2013,
138957,GBR,Common Standards Monitoring,2013,
138965,GBR,Common Standards Monitoring,2013,
138960,GBR,Common Standards Monitoring,2013,
138961,GBR,Common Standards Monitoring,2013,
138962,GBR,Common Standards Monitoring,2013,
138963,GBR,Common Standards Monitoring,2013,
193719,GBR,Common Standards Monitoring,2013,
138966,GBR,Common Standards Monitoring,2013,
138967,GBR,Common Standards Monitoring,2013,
138968,GBR,Common Standards Monitoring,2013,
139260,GBR,Common Standards Monitoring,2013,
138969,GBR,Common Standards Monitoring,2013,
138970,GBR,Common Standards Monitoring,2013,
138977,GBR,Common Standards Monitoring,2013,
138972,GBR,Common Standards Monitoring,2013,
138973,GBR,Common Standards Monitoring,2013,
555545411,GBR,Common Standards Monitoring,2013,
395270,GBR,Common Standards Monitoring,2013,
139048,GBR,Common Standards Monitoring,2013,
138975,GBR,Common Standards Monitoring,2013,
138976,GBR,Common Standards Monitoring,2013,
138983,GBR,Common Standards Monitoring,2013,
169724,GBR,Common Standards Monitoring,2013,
169725,GBR,Common Standards Monitoring,2013,
138978,GBR,Common Standards Monitoring,2013,
138979,GBR,Common Standards Monitoring,2013,
138980,GBR,Common Standards Monitoring,2013,
138981,GBR,Common Standards Monitoring,2013,
138982,GBR,Common Standards Monitoring,2013,
169708,GBR,Common Standards Monitoring,2013,
138984,GBR,Common Standards Monitoring,2013,
395272,GBR,Common Standards Monitoring,2013,
138985,GBR,Common Standards Monitoring,2013,
395271,GBR,Common Standards Monitoring,2013,
139288,GBR,Common Standards Monitoring,2013,
138995,GBR,Common Standards Monitoring,2013,
138990,GBR,Common Standards Monitoring,2013,
169707,GBR,Common Standards Monitoring,2013,
169715,GBR,Common Standards Monitoring,2013,
139012,GBR,Common Standards Monitoring,2013,
169709,GBR,Common Standards Monitoring,2013,
139006,GBR,Common Standards Monitoring,2013,
138991,GBR,Common Standards Monitoring,2013,
138992,GBR,Common Standards Monitoring,2013,
138993,GBR,Common Standards Monitoring,2013,
169716,GBR,Common Standards Monitoring,2013,
138994,GBR,Common Standards Monitoring,2013,
183438,GBR,Common Standards Monitoring,2013,
138996,GBR,Common Standards Monitoring,2013,
174650,GBR,Common Standards Monitoring,2013,
138997,GBR,Common Standards Monitoring,2013,
138999,GBR,Common Standards Monitoring,2013,
